Distance_cm,Azimuth_deg,Elevation_deg
526.8,0.0,0
411.9,0.5,0
368.2,1.0,0
363.3,1.5,0
359.8,2.0,0
359.2,2.5,0
357.7,3.0,0
356.1,3.5,0
326.0,4.0,0
291.0,6.5,0
377.0,9.0,0
452.0,11.5,0
492.0,14.0,0
454.0,16.5,0
417.0,19.0,0
389.0,21.0,0
372.0,22.5,0
358.0,24.0,0
346.0,26.0,0
345.0,28.0,0
331.0,30.5,0
297.0,33.0,0
285.0,35.5,0
275.0,37.5,0
266.0,39.5,0
263.0,41.0,0
263.0,42.5,0
258.0,45.0,0
252.0,47.5,0
246.0,49.5,0
237.0,52.0,0
210.0,54.5,0
190.0,57.0,0
187.0,59.5,0
184.0,62.0,0
182.0,64.0,0
180.0,66.5,0
178.0,69.0,0
177.0,71.0,0
176.0,73.5,0
175.0,75.5,0
175.0,78.0,0
175.0,80.5,0
175.0,82.5,0
176.0,85.0,0
177.0,87.5,0
178.0,90.0,0
180.0,92.5,0
182.0,94.5,0
200.0,97.0,0
231.0,99.5,0
233.0,102.0,0
236.0,104.5,0
241.0,107.0,0
247.0,109.5,0
254.0,112.0,0
262.0,114.0,0
272.0,116.5,0
282.0,119.0,0
278.0,121.5,0
262.0,124.0,0
276.0,126.5,0
290.0,129.0,0
282.0,132.0,0
272.0,134.0,0
226.0,136.5,0
76.0,139.0,0
60.0,141.0,0
59.0,143.0,0
60.0,144.5,0
62.0,146.0,0
65.0,148.5,0
74.0,151.5,0
83.0,155.0,0
398.0,158.0,0
572.0,161.0,0
960.0,164.5,0
736.0,167.5,0
152.0,170.5,0
123.0,174.0,0
204.0,177.0,0
21.0,183.5,0
21.0,186.5,0
19.0,189.5,0
20.0,193.0,0
20.0,196.0,0
21.0,199.5,0
22.0,202.5,0
23.0,206.0,0
24.0,209.0,0
26.0,212.5,0
28.0,215.0,0
29.0,218.0,0
46.0,220.5,0
87.0,223.5,0
86.0,226.0,0
81.0,228.0,0
78.0,230.5,0
83.0,233.0,0
121.0,235.5,0
122.0,238.0,0
119.0,241.0,0
116.0,244.0,0
116.0,246.5,0
109.0,249.5,0
109.0,252.5,0
443.0,255.5,0
570.0,259.0,0
574.0,262.0,0
576.0,265.5,0
582.0,269.0,0
587.0,272.0,0
580.0,275.5,0
559.0,278.5,0
540.0,282.0,0
573.0,285.5,0
600.0,288.5,0
423.0,292.0,0
420.0,295.5,0
383.0,298.0,0
357.0,301.0,0
368.0,304.0,0
442.0,307.0,0
410.0,310.0,0
378.0,312.5,0
432.0,315.5,0
545.0,318.0,0
579.0,321.0,0
566.0,324.5,0
553.0,328.0,0
648.0,331.0,0
660.0,334.5,0
515.0,337.5,0
342.0,341.0,0
330.0,344.0,0
325.0,347.5,0
321.0,351.0,0
365.0,354.0,0
284.0,357.5,0
380.0,3.0,2
497.0,6.0,2
488.0,9.5,2
435.0,13.0,2
395.0,16.0,2
362.0,19.5,2
342.0,23.0,2
314.0,26.0,2
290.0,29.5,2
276.0,32.5,2
265.0,36.0,2
259.0,39.0,2
250.0,42.5,2
239.0,45.5,2
210.0,49.0,2
188.0,52.0,2
185.0,55.5,2
181.0,58.5,2
179.0,62.0,2
177.0,65.0,2
176.0,68.5,2
175.0,71.5,2
175.0,75.0,2
176.0,78.0,2
177.0,81.5,2
179.0,84.5,2
182.0,88.0,2
193.0,91.0,2
232.0,94.0,2
234.0,96.5,2
238.0,99.5,2
245.0,102.5,2
254.0,105.5,2
265.0,109.0,2
277.0,112.0,2
280.0,115.5,2
266.0,118.5,2
285.0,122.0,2
285.0,125.0,2
272.0,128.5,2
251.0,131.5,2
107.0,134.5,2
67.0,138.0,2
75.0,141.0,2
80.0,144.5,2
118.0,147.5,2
977.0,157.0,2
842.0,160.0,2
113.0,163.5,2
131.0,166.5,2
138.0,169.5,2
198.0,173.0,2
79.0,176.0,2
23.0,179.5,2
19.0,182.5,2
20.0,186.0,2
21.0,189.0,2
21.0,192.0,2
22.0,195.0,2
22.0,198.5,2
24.0,201.5,2
26.0,205.0,2
26.0,208.0,2
27.0,211.0,2
49.0,214.5,2
87.0,218.0,2
82.0,221.0,2
77.0,224.0,2
90.0,227.5,2
125.0,230.5,2
120.0,233.5,2
117.0,237.0,2
116.0,240.0,2
118.0,243.5,2
257.0,246.5,2
577.0,250.0,2
577.0,253.0,2
576.0,256.0,2
578.0,259.0,2
583.0,262.5,2
587.0,264.5,2
589.0,267.0,2
584.0,269.5,2
571.0,272.0,2
580.0,274.5,2
583.0,277.0,2
611.0,280.0,2
645.0,282.5,2
619.0,285.5,2
664.0,288.0,2
538.0,291.0,2
376.0,294.5,2
364.0,297.5,2
459.0,300.5,2
401.0,304.0,2
373.0,307.0,2
402.0,310.0,2
548.0,313.0,2
579.0,316.0,2
564.0,319.5,2
544.0,323.0,2
525.0,333.0,2
398.0,336.0,2
363.0,339.5,2
326.0,342.5,2
330.0,346.0,2
401.0,349.5,2
348.0,352.5,2
511.0,356.0,2
513.0,359.0,2
511.8,359.5,2
393.0,360.0,2
378.2,0.0,4
332.8,0.5,4
332.3,1.0,4
331.0,1.5,4
311.0,5.0,4
404.0,8.5,4
468.0,11.5,4
485.0,15.0,4
431.0,18.5,4
393.0,21.5,4
360.0,25.0,4
340.0,28.0,4
307.0,31.5,4
289.0,35.0,4
265.0,41.0,4
260.0,44.5,4
251.0,47.5,4
240.0,51.0,4
209.0,54.0,4
189.0,57.5,4
185.0,61.0,4
182.0,64.0,4
179.0,67.5,4
177.0,70.5,4
176.0,74.0,4
176.0,77.5,4
176.0,80.5,4
176.0,84.0,4
177.0,87.0,4
179.0,90.5,4
181.0,94.0,4
200.0,97.0,4
232.0,100.5,4
235.0,103.5,4
242.0,107.0,4
250.0,110.5,4
259.0,113.5,4
272.0,117.0,4
285.0,120.5,4
261.0,123.5,4
280.0,126.5,4
291.0,130.0,4
277.0,133.5,4
266.0,136.5,4
255.0,139.5,4
164.0,143.0,4
83.0,146.0,4
80.0,149.5,4
80.0,152.5,4
463.0,156.0,4
1029.0,165.5,4
920.0,168.5,4
163.0,172.0,4
137.0,175.0,4
134.0,178.5,4
86.0,181.5,4
23.0,185.0,4
19.0,188.5,4
20.0,191.5,4
20.0,194.5,4
21.0,197.5,4
22.0,201.0,4
23.0,204.0,4
26.0,207.5,4
26.0,210.5,4
27.0,214.0,4
29.0,217.0,4
35.0,220.0,4
82.0,223.5,4
82.0,226.5,4
76.0,230.0,4
88.0,233.0,4
123.0,236.0,4
121.0,239.5,4
118.0,242.5,4
115.0,246.0,4
112.0,249.0,4
297.0,252.0,4
565.0,255.5,4
578.0,258.5,4
576.0,262.0,4
578.0,265.0,4
585.0,268.5,4
589.0,271.5,4
598.0,274.5,4
607.0,278.0,4
620.0,281.0,4
634.0,284.5,4
653.0,287.5,4
674.0,290.5,4
698.0,294.0,4
711.0,297.0,4
394.0,300.5,4
382.0,303.0,4
472.0,305.0,4
448.0,308.0,4
391.0,311.0,4
399.0,313.5,4
492.0,317.0,4
574.0,320.5,4
569.0,323.5,4
556.0,327.0,4
533.0,330.0,4
344.0,347.0,4
334.0,350.0,4
458.0,353.5,4
334.0,356.5,4
501.0,360.0,4
479.0,0.0,6
497.0,3.5,6
500.0,6.5,6
490.0,10.0,6
435.0,13.0,6
396.0,16.5,6
365.0,19.5,6
345.0,23.0,6
324.0,26.0,6
293.0,29.0,6
279.0,32.5,6
268.0,35.5,6
261.0,39.0,6
253.0,42.0,6
243.0,45.5,6
218.0,48.5,6
191.0,52.0,6
187.0,55.0,6
184.0,58.0,6
181.0,61.5,6
179.0,64.5,6
178.0,68.0,6
177.0,71.0,6
178.0,74.0,6
180.0,77.5,6
183.0,80.5,6
187.0,83.5,6
194.0,87.0,6
206.0,90.0,6
232.0,93.5,6
236.0,96.5,6
240.0,99.5,6
248.0,103.0,6
257.0,106.0,6
268.0,109.5,6
281.0,112.5,6
280.0,116.0,6
272.0,119.0,6
289.0,122.0,6
287.0,125.5,6
274.0,128.5,6
264.0,132.0,6
244.0,135.0,6
93.0,138.5,6
79.0,141.0,6
78.0,144.5,6
89.0,147.5,6
1034.0,157.5,6
1013.0,161.0,6
821.0,164.0,6
123.0,167.5,6
131.0,170.5,6
126.0,174.0,6
41.0,177.0,6
23.0,180.5,6
20.0,184.0,6
21.0,187.0,6
22.0,190.5,6
22.0,193.5,6
22.0,197.0,6
24.0,200.0,6
25.0,203.5,6
26.0,207.0,6
26.0,210.0,6
35.0,213.5,6
83.0,217.0,6
81.0,220.0,6
76.0,223.5,6
91.0,226.5,6
121.0,230.0,6
120.0,233.0,6
120.0,236.0,6
120.0,239.0,6
128.0,242.0,6
320.0,244.5,6
582.0,247.5,6
583.0,250.5,6
581.0,253.0,6
578.0,256.0,6
581.0,259.0,6
588.0,262.0,6
591.0,265.0,6
600.0,268.0,6
609.0,271.0,6
619.0,273.5,6
633.0,277.0,6
648.0,280.0,6
668.0,283.5,6
689.0,286.5,6
711.0,289.5,6
716.0,292.5,6
482.0,296.0,6
478.0,299.0,6
402.0,302.5,6
411.0,306.0,6
538.0,309.0,6
531.0,312.5,6
583.0,315.5,6
570.0,319.0,6
573.0,322.0,6
507.0,342.0,6
509.0,345.5,6
508.0,348.5,6
509.0,352.0,6
514.0,355.0,6
504.0,358.5,6
503.5,359.0,6
503.6,359.5,6
442.0,360.0,6
489.8,0.0,8
524.0,0.5,8
523.5,1.0,8
523.0,1.5,8
505.0,5.0,8
502.0,8.5,8
506.0,11.5,8
491.0,15.0,8
436.0,18.0,8
396.0,21.5,8
364.0,25.0,8
345.0,28.0,8
311.0,31.0,8
293.0,34.5,8
278.0,38.0,8
268.0,41.0,8
261.0,44.5,8
252.0,47.5,8
242.0,51.0,8
223.0,54.5,8
212.0,57.5,8
207.0,61.0,8
202.0,64.0,8
199.0,67.0,8
200.0,70.5,8
200.0,73.5,8
201.0,77.0,8
206.0,80.0,8
212.0,83.5,8
219.0,87.0,8
223.0,90.0,8
226.0,93.5,8
231.0,96.5,8
235.0,100.0,8
237.0,103.5,8
243.0,106.5,8
251.0,110.0,8
260.0,113.0,8
273.0,116.5,8
286.0,120.0,8
266.0,123.0,8
284.0,126.5,8
296.0,129.5,8
283.0,133.0,8
272.0,136.0,8
266.0,139.5,8
174.0,142.5,8
85.0,146.0,8
81.0,149.5,8
80.0,152.5,8
79.0,156.0,8
99.0,159.0,8
551.0,162.5,8
846.0,166.0,8
923.0,169.0,8
161.0,172.5,8
129.0,175.5,8
129.0,179.0,8
70.0,182.5,8
22.0,186.0,8
19.0,189.0,8
20.0,192.5,8
21.0,196.0,8
22.0,199.0,8
22.0,202.5,8
23.0,205.5,8
25.0,209.0,8
27.0,212.0,8
28.0,215.5,8
33.0,218.5,8
164.0,222.5,8
85.0,225.5,8
75.0,229.0,8
148.0,232.0,8
553.0,235.5,8
264.0,239.0,8
132.0,242.0,8
128.0,245.5,8
239.0,248.5,8
510.0,252.0,8
581.0,255.0,8
584.0,258.5,8
580.0,261.5,8
584.0,265.0,8
590.0,268.5,8
595.0,271.5,8
606.0,275.0,8
616.0,278.5,8
629.0,281.5,8
646.0,285.0,8
664.0,288.0,8
688.0,291.5,8
713.0,294.5,8
738.0,297.5,8
735.0,300.5,8
729.0,303.5,8
595.0,306.0,8
490.0,308.5,8
577.0,311.5,8
551.0,313.0,8
527.0,316.0,8
591.0,319.0,8
578.0,322.0,8
564.0,325.0,8
553.0,328.5,8
505.0,357.0,8
501.0,3.0,10
504.0,6.0,10
498.0,9.0,10
448.0,12.5,10
406.0,15.5,10
374.0,19.0,10
349.0,22.0,10
318.0,25.5,10
297.0,28.5,10
283.0,32.0,10
270.0,35.5,10
264.0,38.5,10
255.0,42.0,10
246.0,45.0,10
235.0,48.5,10
231.0,51.5,10
229.0,55.0,10
225.0,58.0,10
221.0,61.5,10
221.0,64.5,10
220.0,68.0,10
219.0,71.0,10
220.0,74.5,10
222.0,77.5,10
223.0,81.0,10
225.0,84.0,10
228.0,87.5,10
233.0,90.5,10
237.0,94.0,10
239.0,97.5,10
245.0,100.5,10
253.0,104.0,10
262.0,107.0,10
275.0,110.5,10
288.0,113.5,10
271.0,117.0,10
277.0,120.0,10
291.0,123.0,10
286.0,126.5,10
275.0,129.5,10
258.0,133.0,10
111.0,136.0,10
78.0,139.5,10
78.0,143.0,10
79.0,146.0,10
113.0,149.5,10
771.0,152.5,10
836.0,156.0,10
836.0,159.0,10
137.0,169.0,10
173.0,172.0,10
930.0,175.5,10
392.0,179.5,10
20.0,182.5,10
21.0,186.0,10
21.0,189.0,10
22.0,192.0,10
22.0,195.5,10
22.0,198.5,10
21.0,202.0,10
32.0,205.0,10
263.0,208.5,10
818.0,211.5,10
775.0,215.0,10
925.0,218.0,10
190.0,221.5,10
96.0,224.5,10
514.0,228.0,10
192.0,231.0,10
121.0,234.5,10
160.0,237.5,10
560.0,241.0,10
595.0,244.0,10
590.0,247.5,10
589.0,250.5,10
589.0,254.0,10
590.0,257.0,10
593.0,260.5,10
599.0,264.0,10
606.0,267.0,10
616.0,270.5,10
629.0,273.5,10
642.0,277.0,10
658.0,280.0,10
679.0,283.5,10
703.0,286.5,10
726.0,290.0,10
740.0,293.0,10
621.0,295.5,10
615.0,298.5,10
613.0,302.0,10
661.0,305.0,10
632.0,308.0,10
611.0,311.5,10
595.0,314.5,10
578.0,317.5,10
564.0,321.0,10
503.0,349.5,10
508.0,352.5,10
517.0,355.5,10
521.8,359.0,10
521.9,359.5,10
517.5,360.0,10
520.8,0.0,12
530.8,0.5,12
531.0,1.0,12
