Distance_cm,Azimuth_deg,Elevation_deg
503.5,0.0,0
506.8,0.5,0
507.4,1.0,0
507.3,1.5,0
506.9,2.0,0
506.8,2.5,0
506.6,3.0,0
506.0,3.5,0
451.5,4.0,0
366.0,7.0,0
461.0,10.0,0
322.0,13.5,0
330.0,16.5,0
428.0,20.0,0
481.0,23.5,0
470.0,26.5,0
419.0,30.0,0
380.0,33.5,0
350.0,36.5,0
348.0,39.5,0
304.0,42.5,0
285.0,45.5,0
273.0,47.5,0
264.0,51.0,0
257.0,54.0,0
249.0,57.5,0
240.0,61.0,0
219.0,64.0,0
187.0,67.5,0
181.0,71.0,0
177.0,74.0,0
175.0,77.5,0
173.0,81.0,0
171.0,84.0,0
171.0,87.5,0
171.0,90.5,0
171.0,94.0,0
172.0,97.5,0
174.0,100.5,0
176.0,104.0,0
185.0,107.5,0
226.0,110.5,0
230.0,114.0,0
236.0,117.5,0
244.0,120.5,0
253.0,124.0,0
266.0,127.5,0
280.0,130.5,0
260.0,134.0,0
273.0,137.5,0
288.0,140.5,0
278.0,144.0,0
267.0,147.5,0
262.0,150.5,0
287.0,154.0,0
378.0,157.0,0
75.0,160.5,0
53.0,164.0,0
51.0,167.0,0
52.0,170.5,0
55.0,174.0,0
60.0,177.0,0
78.0,180.5,0
98.0,184.0,0
26.0,187.0,0
35.0,190.5,0
34.0,194.0,0
19.0,197.5,0
23.0,201.0,0
21.0,204.0,0
20.0,207.5,0
20.0,211.0,0
22.0,214.0,0
22.0,217.0,0
24.0,220.0,0
26.0,223.5,0
28.0,227.0,0
31.0,230.0,0
73.0,233.5,0
93.0,237.0,0
88.0,240.0,0
82.0,243.5,0
331.0,247.0,0
547.0,250.0,0
555.0,253.5,0
594.0,257.0,0
584.0,262.5,0
582.0,265.5,0
580.0,268.5,0
580.0,270.5,0
574.0,274.0,0
437.0,276.5,0
103.0,287.0,0
105.0,289.5,0
107.0,292.0,0
117.0,292.5,0
393.0,294.5,0
553.0,297.0,0
575.0,299.5,0
658.0,301.5,0
606.0,302.5,0
342.0,309.5,0
343.0,311.0,0
364.0,313.0,0
489.0,314.0,0
499.0,316.5,0
516.0,317.5,0
634.0,319.0,0
648.0,320.5,0
638.0,322.5,0
626.0,324.0,0
619.0,325.0,0
607.0,326.5,0
596.0,329.0,0
579.0,332.0,0
565.0,335.5,0
551.0,338.5,0
561.0,342.0,0
334.0,345.0,0
532.0,348.0,0
673.0,351.5,0
450.0,3.0,2
497.0,6.0,2
346.0,8.5,2
291.0,11.5,2
303.0,13.0,2
414.0,14.0,2
494.0,17.0,2
491.0,20.5,2
446.0,23.5,2
401.0,27.0,2
368.0,30.5,2
342.0,33.5,2
330.0,37.0,2
291.0,40.0,2
277.0,43.5,2
265.0,46.5,2
257.0,50.0,2
249.0,53.0,2
240.0,56.5,2
221.0,59.5,2
186.0,63.0,2
181.0,66.5,2
178.0,69.5,2
175.0,73.0,2
173.0,76.0,2
172.0,79.5,2
171.0,82.5,2
171.0,86.0,2
171.0,89.0,2
172.0,92.5,2
173.0,95.5,2
176.0,99.0,2
181.0,102.0,2
217.0,105.5,2
230.0,108.5,2
234.0,112.0,2
242.0,115.0,2
250.0,118.5,2
261.0,121.5,2
274.0,125.0,2
280.0,128.0,2
261.0,131.5,2
284.0,134.5,2
284.0,138.0,2
273.0,141.0,2
264.0,144.5,2
272.0,148.0,2
342.0,151.0,2
303.0,154.5,2
59.0,157.5,2
55.0,161.0,2
54.0,164.0,2
55.0,167.5,2
58.0,170.5,2
66.0,174.0,2
90.0,177.0,2
78.0,180.5,2
34.0,184.0,2
85.0,190.5,2
24.0,197.0,2
20.0,200.5,2
20.0,203.5,2
21.0,207.0,2
22.0,210.0,2
23.0,213.0,2
25.0,216.5,2
27.0,220.0,2
28.0,223.0,2
33.0,226.0,2
83.0,229.5,2
93.0,233.0,2
87.0,236.5,2
99.0,239.5,2
423.0,243.0,2
559.0,246.0,2
558.0,249.5,2
595.0,252.5,2
589.0,256.0,2
584.0,259.0,2
581.0,262.5,2
579.0,265.5,2
572.0,268.5,2
523.0,272.0,2
128.0,275.0,2
108.0,278.0,2
106.0,279.0,2
105.0,280.5,2
104.0,282.5,2
104.0,283.5,2
104.0,284.5,2
104.0,286.0,2
104.0,287.0,2
108.0,288.5,2
192.0,290.5,2
585.0,292.5,2
624.0,294.0,2
614.0,296.0,2
633.0,298.0,2
627.0,299.5,2
487.0,302.0,2
379.0,303.5,2
374.0,305.5,2
345.0,307.5,2
352.0,309.0,2
436.0,310.5,2
503.0,312.5,2
518.0,314.5,2
635.0,316.0,2
644.0,318.5,2
632.0,320.0,2
620.0,322.0,2
606.0,323.5,2
593.0,325.5,2
580.0,328.0,2
571.0,329.5,2
560.0,332.0,2
551.0,334.0,2
549.0,335.5,2
543.0,342.5,2
495.0,346.0,2
493.0,349.0,2
552.0,352.0,2
528.0,355.5,2
523.3,359.0,2
523.7,359.5,2
525.2,360.0,2
487.0,0.0,4
511.6,0.5,4
511.3,1.0,4
510.0,2.0,4
303.0,5.5,4
495.0,9.0,4
372.0,12.0,4
303.0,15.0,4
407.0,18.5,4
464.0,22.0,4
497.0,25.0,4
454.0,28.0,4
408.0,31.5,4
373.0,34.5,4
346.0,38.0,4
341.0,41.0,4
296.0,44.5,4
281.0,47.5,4
268.0,50.5,4
260.0,54.0,4
251.0,57.0,4
244.0,60.5,4
232.0,63.5,4
195.0,66.5,4
184.0,70.0,4
180.0,73.0,4
177.0,76.5,4
174.0,79.5,4
173.0,83.0,4
172.0,86.0,4
171.0,89.0,4
171.0,92.5,4
172.0,95.5,4
173.0,99.0,4
175.0,102.0,4
177.0,105.0,4
191.0,108.5,4
228.0,111.0,4
231.0,114.0,4
235.0,117.0,4
243.0,120.5,4
251.0,123.5,4
262.0,127.0,4
276.0,130.0,4
276.0,133.5,4
261.0,136.5,4
285.0,140.0,4
284.0,143.0,4
275.0,145.5,4
267.0,148.0,4
261.0,150.5,4
279.0,153.5,4
422.0,157.0,4
440.0,160.0,4
77.0,163.0,4
53.0,165.5,4
51.0,167.5,4
52.0,170.0,4
54.0,173.0,4
60.0,176.5,4
70.0,179.5,4
104.0,182.5,4
54.0,186.0,4
25.0,189.0,4
270.0,192.0,4
944.0,196.0,4
95.0,199.5,4
27.0,203.0,4
18.0,206.0,4
20.0,209.5,4
20.0,212.5,4
22.0,216.0,4
23.0,219.5,4
27.0,222.5,4
28.0,226.0,4
30.0,229.5,4
42.0,232.5,4
91.0,236.0,4
90.0,239.0,4
82.0,242.5,4
162.0,246.0,4
547.0,249.0,4
556.0,252.5,4
579.0,255.5,4
594.0,259.0,4
589.0,262.0,4
584.0,265.5,4
582.0,269.0,4
580.0,272.0,4
576.0,275.5,4
173.0,279.0,4
108.0,282.0,4
101.0,285.5,4
102.0,288.5,4
108.0,292.0,4
393.0,295.0,4
644.0,298.5,4
680.0,301.5,4
641.0,305.0,4
648.0,308.0,4
484.0,311.5,4
535.0,315.0,4
661.0,318.0,4
652.0,321.0,4
629.0,324.5,4
607.0,327.5,4
585.0,331.0,4
569.0,334.0,4
555.0,337.5,4
697.0,341.0,4
497.0,0.5,6
501.0,3.5,6
396.0,7.0,6
445.0,10.0,6
488.0,13.5,6
493.0,16.5,6
492.0,19.5,6
473.0,22.0,6
419.0,25.5,6
383.0,28.5,6
354.0,32.0,6
338.0,35.5,6
301.0,38.5,6
284.0,42.0,6
270.0,45.0,6
261.0,48.5,6
253.0,51.5,6
244.0,55.0,6
232.0,58.5,6
198.0,61.5,6
184.0,65.0,6
180.0,68.0,6
177.0,71.5,6
175.0,74.5,6
173.0,78.0,6
172.0,81.0,6
172.0,84.5,6
172.0,88.0,6
173.0,91.0,6
174.0,94.5,6
177.0,97.5,6
181.0,101.0,6
204.0,104.0,6
232.0,107.5,6
233.0,110.5,6
241.0,114.0,6
248.0,117.0,6
257.0,120.0,6
270.0,123.5,6
282.0,126.5,6
264.0,129.5,6
275.0,133.0,6
293.0,136.0,6
282.0,139.0,6
272.0,142.5,6
