Phase_deg,Time_s,Placeholder
-132.21056525591658,1755935986.27,0
-114.05660416528647,1755935988.15,0
-104.02358831332283,1755935989.93,0
-89.17792429062156,1755935991.86,0
-75.66058791559551,1755935993.8,0
-61.494901423467,1755935994.82,0
-48.070498801560895,1755935996.68,0
-43.19697785937132,1755935997.09,0
10.955855120830703,1755936001.29,0
11.972942053843521,1755936001.37,0
