Distance_cm,Azimuth_deg,Elevation_deg
629.8,0.0,0
424.2,0.5,0
325.0,1.0,0
325.0,1.5,0
325.4,2.0,0
325.4,2.5,0
325.4,3.0,0
325.7,3.5,0
325.7,4.0,0
326.0,4.5,0
326.0,5.0,0
326.0,5.5,0
326.0,6.0,0
325.8,6.5,0
326.0,7.0,0
326.0,7.5,0
326.0,8.0,0
326.0,8.5,0
326.0,9.0,0
357.5,9.5,0
350.0,13.5,0
360.0,17.0,0
436.0,20.0,0
590.0,23.5,0
558.0,43.5,0
791.0,47.0,0
774.0,57.0,0
523.0,61.0,0
501.0,64.0,0
493.0,67.5,0
490.0,71.0,0
362.0,74.0,0
242.0,77.5,0
226.0,80.5,0
228.0,84.0,0
260.0,87.5,0
412.0,90.5,0
481.0,94.0,0
474.0,97.5,0
438.0,100.5,0
404.0,104.0,0
382.0,107.5,0
363.0,110.5,0
343.0,113.5,0
328.0,117.0,0
316.0,120.0,0
305.0,123.0,0
297.0,126.5,0
290.0,129.5,0
284.0,133.0,0
279.0,136.0,0
274.0,139.5,0
270.0,142.5,0
267.0,145.5,0
151.0,149.0,0
57.0,152.0,0
245.0,155.0,0
269.0,158.5,0
273.0,161.5,0
276.0,165.0,0
271.0,168.0,0
134.0,171.0,0
110.0,174.5,0
60.0,177.5,0
45.0,181.0,0
63.0,184.0,0
63.0,187.0,0
63.0,190.5,0
73.0,193.5,0
108.0,197.0,0
312.0,200.0,0
332.0,203.0,0
323.0,206.5,0
330.0,209.5,0
435.0,212.5,0
591.0,216.0,0
666.0,219.0,0
747.0,222.5,0
607.0,225.5,0
116.0,229.0,0
67.0,232.0,0
87.0,235.0,0
88.0,238.5,0
86.0,242.0,0
50.0,245.0,0
37.0,248.5,0
35.0,251.5,0
36.0,255.0,0
37.0,258.0,0
49.0,261.5,0
154.0,264.0,0
156.0,267.0,0
112.0,270.0,0
95.0,273.5,0
84.0,276.5,0
77.0,280.0,0
47.0,283.0,0
44.0,286.5,0
46.0,289.5,0
67.0,293.0,0
113.0,296.0,0
112.0,299.5,0
107.0,302.5,0
114.0,306.0,0
459.0,309.5,0
536.0,312.5,0
547.0,316.0,0
539.0,319.0,0
532.0,322.5,0
528.0,325.5,0
525.0,329.0,0
519.0,332.0,0
524.0,335.5,0
527.0,338.5,0
529.0,342.0,0
537.0,345.0,0
459.0,348.5,0
317.0,351.5,0
390.0,355.0,0
305.0,358.0,0
427.0,2.5,2
410.0,5.5,2
418.0,9.0,2
400.0,12.0,2
591.0,15.0,2
