Distance_cm,Azimuth_deg,Elevation_deg
568.0,0.0,0
564.7,0.5,0
563.0,1.0,0
563.3,1.5,0
563.0,2.0,0
563.0,2.5,0
563.1,3.0,0
563.0,3.5,0
555.7,4.0,0
546.0,4.5,0
544.0,5.5,0
545.0,6.5,0
535.0,13.5,0
421.0,15.0,0
342.0,17.5,0
328.0,19.0,0
317.0,21.0,0
323.0,23.0,0
327.0,25.5,0
330.0,27.5,0
443.0,29.5,0
487.0,31.0,0
200.0,32.0,0
254.0,33.5,0
209.0,36.0,0
187.0,37.0,0
186.0,38.5,0
196.0,40.5,0
265.0,43.5,0
309.0,45.5,0
388.0,48.5,0
469.0,51.0,0
483.0,53.5,0
439.0,56.5,0
398.0,59.0,0
373.0,62.0,0
351.0,64.5,0
353.0,67.5,0
309.0,70.0,0
292.0,73.0,0
280.0,75.5,0
269.0,78.0,0
263.0,81.0,0
257.0,83.5,0
250.0,86.5,0
242.0,89.0,0
220.0,92.0,0
191.0,94.5,0
186.0,97.5,0
183.0,100.0,0
181.0,103.0,0
179.0,106.0,0
177.0,108.5,0
176.0,111.5,0
175.0,114.0,0
175.0,117.0,0
175.0,120.0,0
176.0,122.5,0
177.0,125.5,0
178.0,126.5,0
179.0,129.5,0
181.0,132.0,0
198.0,134.5,0
230.0,137.0,0
233.0,140.0,0
236.0,142.5,0
242.0,145.0,0
248.0,147.5,0
255.0,150.0,0
264.0,152.5,0
273.0,154.5,0
282.0,157.0,0
269.0,159.5,0
265.0,162.0,0
275.0,164.0,0
292.0,166.5,0
283.0,169.0,0
275.0,171.5,0
264.0,175.0,0
260.0,178.0,0
147.0,180.5,0
74.0,183.5,0
69.0,186.5,0
73.0,189.5,0
76.0,192.0,0
79.0,195.0,0
92.0,198.0,0
130.0,201.5,0
252.0,204.5,0
672.0,208.0,0
848.0,211.0,0
21.0,221.0,0
21.0,224.5,0
20.0,227.5,0
20.0,230.5,0
21.0,234.0,0
21.0,237.0,0
22.0,240.5,0
23.0,243.5,0
24.0,247.0,0
26.0,250.0,0
28.0,253.5,0
31.0,257.0,0
79.0,260.5,0
86.0,263.5,0
80.0,267.0,0
77.0,270.0,0
340.0,273.0,0
548.0,276.0,0
551.0,279.5,0
571.0,282.5,0
589.0,286.0,0
583.0,289.0,0
579.0,292.5,0
577.0,295.5,0
576.0,299.0,0
574.0,302.5,0
581.0,305.5,0
586.0,309.0,0
586.0,311.5,0
556.0,314.0,0
560.0,317.0,0
505.0,319.5,0
508.0,323.0,0
556.0,326.0,0
406.0,329.5,0
404.0,332.5,0
493.0,336.0,0
353.0,339.0,0
364.0,342.5,0
479.0,346.0,0
593.0,349.0,0
621.0,352.5,0
603.0,356.0,0
584.0,359.0,0
567.0,8.5,2
460.0,11.5,2
414.0,15.0,2
406.0,18.5,2
331.0,21.5,2
406.0,25.0,2
322.0,28.0,2
496.0,31.5,2
471.0,34.5,2
317.0,38.0,2
341.0,41.0,2
496.0,44.5,2
492.0,48.0,2
445.0,51.0,2
401.0,54.5,2
368.0,57.5,2
344.0,61.0,2
318.0,64.0,2
294.0,67.5,2
280.0,70.5,2
268.0,74.0,2
261.0,77.0,2
255.0,80.5,2
247.0,82.5,2
231.0,86.0,2
194.0,89.0,2
187.0,92.5,2
183.0,96.0,2
180.0,99.0,2
178.0,102.5,2
177.0,105.5,2
176.0,109.0,2
175.0,112.0,2
176.0,115.5,2
176.0,118.5,2
178.0,121.5,2
180.0,125.0,2
183.0,128.0,2
210.0,130.5,2
234.0,134.0,2
236.0,137.0,2
243.0,140.5,2
252.0,143.5,2
261.0,147.0,2
274.0,150.0,2
284.0,153.5,2
262.0,157.0,2
283.0,160.0,2
288.0,163.5,2
276.0,166.5,2
265.0,170.0,2
267.0,173.0,2
318.0,176.5,2
303.0,180.0,2
84.0,183.0,2
82.0,186.5,2
97.0,189.5,2
422.0,193.0,2
132.0,196.0,2
136.0,199.5,2
195.0,202.5,2
1011.0,205.5,2
388.0,215.5,2
22.0,218.5,2
19.0,222.0,2
20.0,225.0,2
20.0,228.0,2
21.0,231.5,2
22.0,234.5,2
23.0,238.0,2
24.0,241.0,2
26.0,244.5,2
27.0,247.5,2
29.0,251.0,2
63.0,254.0,2
87.0,257.5,2
81.0,260.5,2
82.0,263.5,2
227.0,267.0,2
561.0,270.0,2
555.0,273.0,2
557.0,276.0,2
592.0,279.5,2
586.0,282.5,2
582.0,285.5,2
579.0,288.0,2
578.0,291.0,2
577.0,293.5,2
573.0,296.5,2
582.0,300.0,2
587.0,303.0,2
591.0,306.0,2
569.0,309.5,2
572.0,312.5,2
550.0,315.5,2
563.0,319.0,2
589.0,322.0,2
549.0,325.5,2
351.0,334.5,2
389.0,337.5,2
529.0,341.0,2
644.0,344.0,2
623.0,347.0,2
602.0,350.5,2
580.0,353.5,2
565.0,356.5,2
561.7,359.0,2
561.6,359.5,2
563.2,360.0,2
559.2,0.0,4
561.0,0.5,4
561.0,1.0,4
561.0,1.5,4
551.0,5.0,4
599.0,8.5,4
343.0,27.5,4
459.0,30.5,4
310.0,34.0,4
499.0,37.0,4
394.0,40.0,4
309.0,43.5,4
390.0,46.5,4
460.0,50.0,4
493.0,53.0,4
444.0,56.0,4
403.0,59.0,4
372.0,62.0,4
349.0,65.0,4
325.0,68.0,4
299.0,71.5,4
285.0,74.5,4
273.0,78.0,4
264.0,81.0,4
256.0,84.5,4
248.0,87.5,4
234.0,90.5,4
197.0,94.0,4
188.0,97.0,4
184.0,100.5,4
181.0,103.5,4
179.0,106.5,4
177.0,110.0,4
176.0,113.0,4
176.0,116.5,4
176.0,119.5,4
176.0,122.5,4
178.0,126.0,4
180.0,129.0,4
182.0,132.0,4
209.0,135.5,4
232.0,138.5,4
236.0,142.0,4
242.0,145.0,4
250.0,148.5,4
259.0,151.5,4
272.0,154.5,4
285.0,158.0,4
261.0,161.0,4
280.0,164.5,4
290.0,167.5,4
278.0,170.5,4
269.0,174.0,4
263.0,177.0,4
284.0,180.0,4
348.0,183.5,4
99.0,186.5,4
81.0,189.5,4
81.0,193.0,4
58.0,196.5,4
128.0,199.5,4
134.0,203.0,4
128.0,206.0,4
529.0,209.5,4
554.0,213.0,4
19.0,223.0,4
19.0,226.5,4
20.0,229.5,4
21.0,233.0,4
22.0,236.0,4
22.0,239.5,4
23.0,242.5,4
24.0,246.0,4
26.0,249.5,4
27.0,252.5,4
29.0,256.0,4
48.0,259.0,4
80.0,262.5,4
79.0,266.0,4
73.0,269.0,4
407.0,272.5,4
555.0,276.0,4
552.0,279.0,4
575.0,282.5,4
590.0,285.5,4
584.0,289.0,4
581.0,292.5,4
579.0,295.5,4
578.0,299.0,4
577.0,302.0,4
583.0,305.5,4
589.0,308.0,4
595.0,311.0,4
604.0,313.5,4
613.0,316.5,4
623.0,320.0,4
622.0,323.0,4
660.0,326.5,4
669.0,329.5,4
685.0,333.0,4
682.0,336.0,4
375.0,339.5,4
431.0,343.0,4
624.0,346.0,4
642.0,349.0,4
622.0,352.5,4
600.0,355.5,4
578.0,359.0,4
496.0,24.5,6
506.0,28.0,6
510.0,31.0,6
498.0,34.5,6
470.0,37.5,6
494.0,41.0,6
498.0,44.5,6
494.0,47.5,6
451.0,51.0,6
410.0,54.0,6
376.0,57.0,6
350.0,60.0,6
327.0,63.5,6
300.0,66.5,6
285.0,70.0,6
272.0,73.0,6
264.0,76.5,6
256.0,79.5,6
248.0,83.0,6
233.0,86.0,6
197.0,89.0,6
188.0,92.5,6
184.0,95.5,6
182.0,99.0,6
179.0,102.5,6
178.0,105.5,6
177.0,109.0,6
177.0,112.0,6
178.0,115.5,6
180.0,118.5,6
184.0,121.5,6
188.0,124.5,6
193.0,127.0,6
209.0,130.0,6
231.0,132.5,6
235.0,134.5,6
237.0,137.0,6
244.0,140.0,6
252.0,143.5,6
261.0,146.5,6
273.0,149.5,6
284.0,152.5,6
264.0,156.0,6
280.0,159.0,6
295.0,162.0,6
282.0,165.5,6
272.0,168.5,6
267.0,171.5,6
301.0,175.0,6
471.0,178.0,6
600.0,181.0,6
576.0,184.5,6
252.0,187.5,6
54.0,190.5,6
50.0,194.0,6
48.0,197.0,6
50.0,200.0,6
99.0,203.5,6
996.0,206.5,6
982.0,209.5,6
746.0,212.5,6
131.0,216.0,6
20.0,219.5,6
18.0,222.0,6
20.0,224.5,6
20.0,227.0,6
21.0,230.0,6
22.0,233.5,6
22.0,236.5,6
24.0,239.5,6
26.0,243.0,6
26.0,246.0,6
26.0,249.0,6
42.0,252.5,6
84.0,256.0,6
80.0,259.0,6
81.0,262.5,6
216.0,265.5,6
575.0,268.5,6
563.0,271.5,6
555.0,275.0,6
590.0,278.0,6
593.0,281.5,6
589.0,284.5,6
583.0,287.5,6
582.0,290.5,6
581.0,293.0,6
576.0,296.5,6
587.0,300.0,6
591.0,303.0,6
598.0,306.5,6
610.0,309.5,6
621.0,312.5,6
636.0,316.0,6
654.0,319.5,6
675.0,322.5,6
701.0,326.0,6
727.0,329.0,6
690.0,332.5,6
696.0,335.5,6
699.0,339.0,6
669.0,342.0,6
640.0,345.0,6
621.0,347.5,6
600.0,350.5,6
582.0,353.5,6
568.0,356.5,6
562.0,359.0,6
562.6,359.5,6
562.2,360.0,6
562.0,0.0,8
563.7,0.5,8
564.0,1.0,8
564.0,2.0,8
554.0,5.5,8
591.0,32.0,8
515.0,35.0,8
518.0,38.5,8
515.0,41.5,8
497.0,45.0,8
500.0,48.5,8
508.0,51.5,8
469.0,55.0,8
425.0,56.5,8
399.0,59.5,8
374.0,62.5,8
349.0,65.5,8
324.0,68.5,8
300.0,72.0,8
287.0,74.5,8
274.0,78.0,8
266.0,81.5,8
258.0,84.0,8
250.0,87.5,8
237.0,90.5,8
221.0,93.0,8
218.0,95.5,8
212.0,99.0,8
208.0,102.0,8
204.0,105.5,8
205.0,108.5,8
206.0,112.0,8
208.0,115.0,8
213.0,118.5,8
219.0,121.5,8
221.0,125.0,8
224.0,128.0,8
227.0,131.0,8
231.0,134.5,8
235.0,137.5,8
237.0,140.5,8
242.0,144.0,8
250.0,147.0,8
258.0,150.0,8
270.0,153.5,8
283.0,156.5,8
275.0,160.0,8
277.0,163.0,8
294.0,166.0,8
288.0,169.5,8
277.0,172.5,8
268.0,175.5,8
278.0,179.0,8
371.0,182.0,8
566.0,185.5,8
656.0,188.5,8
752.0,192.0,8
813.0,195.0,8
831.0,198.0,8
757.0,201.5,8
89.0,204.5,8
52.0,207.5,8
47.0,211.0,8
45.0,214.0,8
45.0,217.0,8
44.0,219.0,8
28.0,221.5,8
23.0,223.5,8
19.0,225.5,8
20.0,228.0,8
21.0,238.0,8
22.0,241.0,8
23.0,243.0,8
24.0,246.0,8
25.0,249.0,8
27.0,252.5,8
30.0,255.5,8
101.0,259.0,8
84.0,262.0,8
77.0,265.5,8
74.0,268.5,8
520.0,272.0,8
568.0,275.0,8
559.0,278.5,8
577.0,281.0,8
599.0,283.5,8
595.0,286.0,8
593.0,288.5,8
587.0,291.5,8
585.0,294.5,8
584.0,297.5,8
581.0,301.0,8
588.0,304.0,8
593.0,307.5,8
600.0,310.5,8
610.0,314.0,8
622.0,317.0,8
637.0,320.5,8
653.0,324.0,8
674.0,327.0,8
699.0,330.5,8
729.0,333.5,8
734.0,337.0,8
734.0,340.5,8
713.0,343.5,8
669.0,347.0,8
640.0,350.0,8
618.0,353.5,8
597.0,356.5,8
578.0,359.5,8
510.0,26.5,10
513.0,29.5,10
520.0,32.5,10
524.0,36.0,10
498.0,39.0,10
503.0,42.5,10
506.0,45.5,10
495.0,48.5,10
440.0,51.5,10
402.0,54.5,10
375.0,57.5,10
350.0,61.0,10
324.0,64.0,10
299.0,67.0,10
285.0,70.5,10
273.0,73.5,10
266.0,76.5,10
258.0,79.5,10
250.0,83.0,10
238.0,86.0,10
233.0,89.0,10
230.0,92.5,10
227.0,95.5,10
223.0,98.5,10
221.0,102.0,10
221.0,105.0,10
220.0,108.0,10
219.0,111.5,10
221.0,114.5,10
223.0,118.0,10
225.0,121.0,10
227.0,124.5,10
230.0,127.5,10
235.0,131.0,10
238.0,134.0,10
239.0,136.5,10
245.0,139.0,10
251.0,142.5,10
258.0,145.0,10
266.0,147.5,10
278.0,150.0,10
288.0,153.0,10
277.0,155.5,10
271.0,158.0,10
281.0,160.5,10
294.0,163.5,10
285.0,166.5,10
276.0,169.0,10
273.0,172.0,10
333.0,175.5,10
532.0,178.5,10
645.0,181.5,10
756.0,184.5,10
811.0,188.0,10
125.0,198.0,10
57.0,201.5,10
46.0,204.5,10
44.0,208.0,10
43.0,211.0,10
50.0,214.5,10
58.0,217.5,10
20.0,221.0,10
20.0,224.0,10
21.0,227.5,10
21.0,230.5,10
22.0,234.0,10
23.0,237.5,10
21.0,240.5,10
8.0,244.0,10
635.0,247.0,10
816.0,250.0,10
765.0,253.0,10
709.0,256.5,10
361.0,259.5,10
101.0,263.0,10
549.0,266.5,10
577.0,269.5,10
566.0,273.0,10
579.0,276.5,10
605.0,279.5,10
598.0,283.0,10
593.0,286.0,10
