Distance_cm,Azimuth_deg,Elevation_deg
725.2,0.0,0
480.0,0.5,0
359.4,1.0,0
358.7,1.5,0
358.8,2.0,0
359.6,2.5,0
359.0,3.0,0
359.2,3.5,0
396.5,4.0,0
521.0,7.0,0
618.0,10.0,0
620.0,13.0,0
597.0,16.5,0
579.0,19.5,0
563.0,22.5,0
550.0,25.5,0
522.0,34.0,0
384.0,36.5,0
338.0,38.0,0
325.0,40.0,0
320.0,42.5,0
327.0,44.5,0
328.0,47.0,0
351.0,48.5,0
466.0,50.5,0
242.0,53.0,0
336.0,55.0,0
252.0,56.0,0
235.0,57.5,0
214.0,59.0,0
282.0,62.5,0
306.0,64.0,0
322.0,65.5,0
429.0,68.0,0
471.0,71.0,0
493.0,73.0,0
449.0,75.5,0
412.0,78.5,0
380.0,81.5,0
354.0,84.5,0
344.0,87.5,0
304.0,91.0,0
286.0,94.0,0
272.0,97.0,0
264.0,100.5,0
259.0,103.5,0
251.0,106.0,0
241.0,109.5,0
214.0,112.5,0
190.0,115.5,0
185.0,119.0,0
182.0,122.0,0
179.0,125.0,0
177.0,128.0,0
176.0,131.0,0
175.0,134.5,0
175.0,137.5,0
175.0,140.5,0
176.0,143.0,0
179.0,149.5,0
181.0,152.5,0
208.0,155.5,0
231.0,156.5,0
233.0,158.5,0
234.0,161.5,0
241.0,164.0,0
247.0,167.0,0
254.0,169.5,0
262.0,172.0,0
274.0,175.0,0
285.0,178.0,0
257.0,180.5,0
275.0,183.0,0
289.0,185.0,0
289.0,187.5,0
281.0,189.0,0
274.0,191.0,0
267.0,192.5,0
262.0,194.5,0
251.0,196.5,0
102.0,199.5,0
71.0,202.0,0
73.0,205.0,0
77.0,208.5,0
81.0,211.5,0
91.0,215.0,0
262.0,217.5,0
876.0,220.5,0
1004.0,224.0,0
222.0,227.0,0
123.0,230.0,0
117.0,233.5,0
110.0,236.5,0
17.0,239.5,0
22.0,243.0,0
20.0,246.5,0
20.0,249.5,0
20.0,253.0,0
21.0,256.0,0
21.0,259.0,0
22.0,262.0,0
23.0,265.5,0
25.0,269.0,0
26.0,272.0,0
28.0,275.5,0
45.0,278.5,0
80.0,282.5,0
82.0,285.5,0
77.0,289.0,0
235.0,292.5,0
547.0,295.5,0
552.0,298.5,0
558.0,301.5,0
589.0,305.0,0
584.0,308.5,0
580.0,311.5,0
577.0,315.0,0
576.0,318.0,0
571.0,320.0,0
578.0,323.5,0
584.0,326.5,0
588.0,330.0,0
574.0,333.5,0
560.0,336.5,0
523.0,340.0,0
516.0,343.0,0
539.0,346.0,0
417.0,349.5,0
427.0,352.5,0
439.0,356.0,0
351.0,358.5,0
529.0,0.5,2
644.0,4.0,2
625.0,6.5,2
604.0,10.0,2
582.0,13.0,2
566.0,16.5,2
559.0,19.5,2
700.0,23.0,2
481.0,36.0,2
338.0,39.0,2
334.0,42.5,2
449.0,45.5,2
331.0,49.0,2
502.0,52.0,2
448.0,54.5,2
340.0,57.5,2
323.0,60.5,2
482.0,63.5,2
495.0,67.0,2
475.0,70.0,2
428.0,72.5,2
394.0,75.0,2
365.0,78.0,2
345.0,81.0,2
338.0,83.5,2
298.0,86.5,2
285.0,89.5,2
272.0,92.0,2
263.0,95.5,2
258.0,98.5,2
249.0,101.5,2
238.0,104.5,2
209.0,108.0,2
189.0,111.0,2
185.0,114.0,2
182.0,117.0,2
180.0,119.5,2
178.0,122.5,2
176.0,125.5,2
176.0,128.0,2
175.0,130.5,2
175.0,132.0,2
175.0,133.0,2
175.0,135.0,2
175.0,136.0,2
176.0,138.5,2
176.0,140.0,2
177.0,142.0,2
179.0,146.0,2
181.0,147.5,2
185.0,149.0,2
208.0,151.5,2
232.0,153.0,2
233.0,155.0,2
234.0,157.0,2
236.0,159.5,2
239.0,160.0,2
242.5,162.0,2
247.0,162.5,2
253.0,165.0,2
258.0,167.0,2
264.0,168.5,2
274.0,170.5,2
283.0,172.5,2
263.0,175.5,2
276.0,178.5,2
287.0,181.0,2
286.0,184.0,2
276.0,186.5,2
266.0,189.5,2
258.0,192.0,2
222.0,195.0,2
90.0,198.0,2
80.0,201.5,2
81.0,204.5,2
124.0,207.5,2
997.0,211.0,2
995.0,214.0,2
988.0,217.0,2
757.0,220.5,2
128.0,223.5,2
118.0,226.5,2
22.0,233.0,2
8.0,236.5,2
21.0,239.5,2
19.0,242.5,2
20.0,246.0,2
20.0,249.0,2
21.0,252.0,2
22.0,255.5,2
23.0,258.5,2
24.0,262.0,2
26.0,265.0,2
26.0,268.5,2
32.0,271.5,2
85.0,275.0,2
85.0,278.5,2
80.0,281.0,2
87.0,284.5,2
337.0,287.5,2
562.0,290.5,2
552.0,294.0,2
571.0,297.0,2
590.0,300.5,2
583.0,303.5,2
579.0,307.0,2
577.0,310.5,2
576.0,313.5,2
574.0,316.5,2
582.0,320.0,2
587.0,323.0,2
590.0,326.0,2
564.0,329.5,2
567.0,332.5,2
553.0,335.5,2
548.0,338.5,2
596.0,341.5,2
