Distance_cm,Azimuth_deg,Elevation_deg
283.0,0.0,0
262.0,0.5,0
246.8,1.0,0
247.0,1.5,0
247.0,2.0,0
247.0,2.5,0
247.0,3.0,0
247.3,3.5,0
250.0,4.0,0
267.0,6.5,0
261.0,10.0,0
252.0,13.5,0
278.0,16.5,0
272.0,20.0,0
262.0,23.0,0
253.0,26.5,0
266.0,30.0,0
424.0,33.0,0
588.0,36.5,0
711.0,40.0,0
101.0,43.0,0
64.0,46.5,0
58.0,50.0,0
56.0,53.0,0
57.0,56.5,0
61.0,59.5,0
287.0,63.0,0
67.0,73.0,0
51.0,76.5,0
54.0,79.5,0
90.0,83.0,0
119.0,86.0,0
35.0,89.5,0
27.0,93.0,0
24.0,96.5,0
22.0,99.5,0
23.0,103.0,0
25.0,106.5,0
29.0,109.5,0
33.0,113.0,0
36.0,116.5,0
193.0,119.5,0
267.0,123.0,0
217.0,126.0,0
273.0,129.5,0
586.0,132.5,0
597.0,136.0,0
593.0,139.0,0
590.0,142.5,0
589.0,145.5,0
582.0,149.0,0
405.0,152.0,0
263.0,155.5,0
583.0,158.5,0
533.0,162.0,0
359.0,165.5,0
452.0,168.5,0
548.0,172.0,0
438.0,175.0,0
603.0,178.5,0
707.0,181.5,0
599.0,185.0,0
533.0,188.0,0
479.0,191.5,0
612.0,194.5,0
640.0,198.0,0
621.0,201.0,0
598.0,204.5,0
578.0,207.5,0
563.0,211.0,0
573.0,214.0,0
276.0,224.0,0
200.0,227.0,0
188.0,230.5,0
204.0,233.5,0
209.0,237.0,0
220.0,240.0,0
291.0,243.5,0
266.0,246.5,0
165.0,250.0,0
163.0,253.0,0
317.0,256.5,0
473.0,259.5,0
425.0,263.0,0
412.0,266.0,0
359.0,269.5,0
329.0,273.0,0
302.0,276.0,0
287.0,279.5,0
286.0,282.5,0
263.0,286.0,0
250.0,289.0,0
239.0,292.5,0
227.0,295.5,0
196.0,299.0,0
176.0,302.0,0
171.0,305.5,0
167.0,309.0,0
164.0,312.0,0
162.0,315.5,0
161.0,319.0,0
160.0,322.0,0
160.0,325.5,0
160.0,328.5,0
161.0,332.0,0
162.0,335.5,0
164.0,338.5,0
167.0,342.0,0
200.0,345.5,0
217.0,348.5,0
220.0,352.0,0
227.0,355.5,0
234.0,358.5,0
263.0,0.5,2
271.0,4.0,2
248.0,7.0,2
275.0,10.5,2
275.0,13.5,2
264.0,17.0,2
257.0,20.0,2
264.0,23.5,2
371.0,26.5,2
561.0,30.0,2
349.0,33.0,2
84.0,36.5,2
62.0,40.0,2
61.0,43.0,2
63.0,46.0,2
75.0,49.5,2
120.0,52.5,2
