Distance_cm,Azimuth_deg,Elevation_deg
62.0,0.0,0
62.0,0.5,0
61.7,1.0,0
62.0,1.5,0
62.0,2.0,0
62.0,2.5,0
62.0,3.0,0
61.7,3.5,0
61.0,4.0,0
62.0,5.5,0
62.0,9.0,0
63.0,12.0,0
64.0,15.5,0
65.0,18.5,0
67.0,22.0,0
69.0,25.0,0
71.0,28.5,0
74.0,32.0,0
76.0,35.0,0
79.0,38.5,0
83.0,41.5,0
88.0,45.0,0
104.0,48.0,0
230.0,51.5,0
253.0,55.0,0
273.0,58.0,0
294.0,61.5,0
321.0,64.5,0
345.0,68.0,0
383.0,71.5,0
434.0,74.5,0
494.0,78.0,0
460.0,81.0,0
164.0,85.0,0
146.0,87.5,0
146.0,91.0,0
151.0,94.0,0
206.0,97.5,0
270.0,101.0,0
364.0,104.0,0
557.0,114.0,0
682.0,117.5,0
495.0,120.5,0
110.0,130.5,0
231.0,134.0,0
612.0,137.0,0
448.0,140.5,0
237.0,143.5,0
130.0,147.0,0
86.0,150.5,0
79.0,153.5,0
43.0,157.0,0
37.0,160.5,0
31.0,164.0,0
29.0,167.0,0
28.0,170.5,0
31.0,174.0,0
33.0,177.0,0
39.0,180.5,0
61.0,183.5,0
123.0,187.0,0
171.0,190.5,0
174.0,193.5,0
160.0,197.0,0
152.0,200.0,0
144.0,203.5,0
191.0,207.0,0
477.0,210.0,0
590.0,213.5,0
654.0,216.5,0
529.0,220.0,0
107.0,223.5,0
82.0,226.5,0
77.0,229.5,0
73.0,233.0,0
69.0,236.0,0
65.0,239.5,0
62.0,242.5,0
60.0,245.5,0
58.0,249.0,0
57.0,252.0,0
56.0,255.5,0
55.0,258.5,0
54.0,262.0,0
53.0,265.0,0
53.0,268.0,0
53.0,271.5,0
53.0,274.5,0
53.0,277.5,0
53.0,280.5,0
54.0,284.0,0
54.0,287.0,0
55.0,290.0,0
56.0,293.5,0
58.0,296.5,0
60.0,300.0,0
61.0,303.0,0
64.0,306.5,0
68.0,309.5,0
72.0,313.0,0
76.0,316.0,0
81.0,319.5,0
82.0,322.5,0
79.0,326.0,0
76.0,329.0,0
73.0,332.0,0
71.0,335.5,0
68.0,338.5,0
66.0,342.0,0
64.0,345.0,0
63.0,348.5,0
63.0,351.5,0
69.0,355.0,0
79.0,358.0,0
53.0,3.0,2
53.0,6.0,2
53.0,9.0,2
53.0,12.5,2
53.0,15.5,2
53.0,19.0,2
53.0,22.0,2
53.0,25.5,2
53.0,28.5,2
