Distance_cm,Azimuth_deg,Elevation_deg
68.0,0.0,0
68.0,0.5,0
68.0,1.0,0
68.0,1.5,0
68.0,2.0,0
68.0,2.5,0
68.0,3.0,0
68.0,3.5,0
68.0,4.0,0
67.0,4.5,0
65.0,7.5,0
64.0,10.0,0
64.0,13.0,0
66.0,16.0,0
67.0,19.0,0
67.0,22.0,0
67.0,25.0,0
67.0,28.0,0
68.0,31.5,0
69.0,34.5,0
70.0,37.5,0
71.0,40.5,0
73.0,43.5,0
75.0,46.5,0
77.0,50.0,0
79.0,53.0,0
61.0,56.0,0
19.0,59.5,0
16.0,63.0,0
15.0,66.0,0
13.0,69.0,0
11.0,72.5,0
10.0,75.5,0
9.0,79.0,0
8.0,82.0,0
7.0,85.0,0
6.0,88.5,0
5.0,91.5,0
5.0,95.0,0
5.0,98.0,0
5.0,101.5,0
5.0,105.0,0
11.0,108.0,0
17.0,111.0,0
48.0,114.5,0
61.0,118.0,0
102.0,121.0,0
133.0,124.5,0
80.0,127.5,0
371.0,131.0,0
152.0,157.0,0
103.0,160.5,0
83.0,163.5,0
80.0,167.0,0
99.0,170.0,0
96.0,173.5,0
80.0,176.5,0
42.0,180.0,0
88.0,183.5,0
131.0,186.5,0
131.0,190.0,0
130.0,193.0,0
400.0,196.5,0
487.0,199.5,0
104.0,203.0,0
82.0,206.0,0
78.0,209.5,0
78.0,212.5,0
78.0,216.0,0
79.0,219.0,0
79.0,222.5,0
81.0,226.0,0
193.0,229.0,0
564.0,232.5,0
633.0,235.5,0
672.0,239.0,0
111.0,242.0,0
79.0,245.5,0
73.0,248.5,0
68.0,252.0,0
63.0,255.0,0
60.0,258.5,0
58.0,262.0,0
56.0,265.0,0
54.0,268.5,0
53.0,271.5,0
51.0,275.0,0
50.0,278.0,0
49.0,281.5,0
49.0,284.5,0
49.0,288.0,0
48.0,291.5,0
48.0,294.5,0
49.0,298.0,0
49.0,301.0,0
49.0,304.5,0
50.0,308.0,0
51.0,311.0,0
53.0,314.5,0
54.0,317.5,0
56.0,321.0,0
58.0,324.0,0
60.0,327.5,0
64.0,330.5,0
68.0,334.0,0
73.0,337.0,0
78.0,340.5,0
84.0,343.5,0
84.0,347.0,0
81.0,350.0,0
78.0,353.0,0
76.0,356.5,0
74.0,359.5,0
71.0,0.5,2
70.0,4.0,2
68.0,7.0,2
68.0,10.5,2
67.0,13.5,2
67.0,17.0,2
67.0,20.0,2
68.0,23.5,2
68.0,27.0,2
69.0,29.5,2
71.0,32.5,2
72.0,36.0,2
74.0,39.0,2
76.0,42.5,2
78.0,45.5,2
78.0,49.0,2
44.0,52.5,2
17.0,55.5,2
15.0,59.0,2
13.0,62.0,2
12.0,65.5,2
10.0,68.5,2
9.0,72.0,2
8.0,75.0,2
7.0,78.5,2
6.0,81.5,2
5.0,85.0,2
5.0,88.0,2
4.0,91.5,2
4.0,94.5,2
4.0,98.0,2
6.0,101.5,2
13.0,104.5,2
19.0,108.0,2
105.0,111.5,2
115.0,115.0,2
127.0,118.0,2
168.0,121.5,2
742.0,124.5,2
167.0,134.5,2
187.0,137.5,2
469.0,147.5,2
298.0,151.0,2
84.0,154.0,2
79.0,157.5,2
77.0,160.5,2
93.0,164.0,2
99.0,167.0,2
92.0,170.5,2
55.0,173.5,2
47.0,177.0,2
132.0,180.0,2
132.0,183.5,2
135.0,187.0,2
224.0,190.0,2
591.0,193.5,2
268.0,196.5,2
87.0,199.5,2
79.0,202.0,2
78.0,204.5,2
78.0,207.5,2
78.0,210.5,2
79.0,214.0,2
80.0,217.5,2
85.0,220.5,2
171.0,224.0,2
585.0,227.0,2
628.0,230.5,2
650.0,233.5,2
141.0,237.0,2
78.0,240.0,2
73.0,243.5,2
68.0,247.0,2
64.0,250.0,2
61.0,253.5,2
58.0,256.5,2
56.0,260.0,2
55.0,263.0,2
53.0,266.0,2
52.0,269.5,2
51.0,272.5,2
50.0,275.5,2
49.0,278.5,2
49.0,282.0,2
49.0,285.0,2
49.0,288.5,2
49.0,291.5,2
49.0,294.5,2
49.0,298.0,2
50.0,301.0,2
51.0,304.5,2
52.0,307.5,2
54.0,310.5,2
55.0,314.0,2
57.0,317.0,2
59.0,320.5,2
61.0,323.5,2
65.0,327.0,2
69.0,330.0,2
74.0,333.0,2
79.0,336.5,2
84.0,339.5,2
83.0,342.5,2
80.0,346.0,2
78.0,349.0,2
75.0,352.0,2
74.0,355.5,2
72.0,358.5,2
72.0,359.0,2
72.0,359.5,2
72.0,360.0,2
72.5,0.0,4
73.0,0.5,4
73.0,1.0,4
72.0,4.0,4
70.0,7.5,4
69.0,11.0,4
68.0,14.0,4
68.0,17.5,4
67.0,21.0,4
67.0,24.0,4
68.0,27.5,4
68.0,30.5,4
69.0,34.0,4
70.0,36.5,4
71.0,39.5,4
73.0,43.0,4
75.0,46.0,4
77.0,49.0,4
79.0,52.5,4
78.0,55.5,4
25.0,58.5,4
18.0,62.0,4
16.0,65.0,4
14.0,68.0,4
13.0,71.5,4
11.0,74.5,4
10.0,78.0,4
8.0,81.0,4
7.0,84.0,4
6.0,87.5,4
6.0,90.5,4
5.0,94.0,4
5.0,97.0,4
5.0,100.5,4
5.0,103.5,4
5.0,107.0,4
11.0,110.0,4
61.0,113.0,4
116.0,116.5,4
127.0,119.5,4
131.0,123.0,4
61.0,126.5,4
49.0,129.5,4
316.0,155.5,4
151.0,158.5,4
112.0,162.0,4
86.0,165.0,4
83.0,168.0,4
99.0,171.5,4
95.0,174.5,4
65.0,178.5,4
42.0,181.5,4
115.0,184.5,4
131.0,188.0,4
141.0,191.0,4
438.0,194.5,4
605.0,197.5,4
489.0,200.5,4
105.0,204.0,4
81.0,207.5,4
80.0,210.5,4
80.0,214.0,4
77.0,217.0,4
78.0,220.5,4
79.0,223.5,4
80.0,227.0,4
351.0,230.5,4
586.0,233.5,4
660.0,237.0,4
483.0,240.0,4
100.0,243.5,4
77.0,247.0,4
72.0,250.0,4
67.0,253.5,4
63.0,256.5,4
60.0,260.0,4
58.0,263.5,4
56.0,266.5,4
54.0,270.0,4
52.0,273.5,4
51.0,276.5,4
50.0,280.0,4
49.0,283.0,4
49.0,286.5,4
49.0,289.5,4
49.0,293.0,4
49.0,296.0,4
49.0,299.5,4
49.0,303.0,4
50.0,306.0,4
51.0,309.5,4
52.0,312.5,4
54.0,316.0,4
55.0,319.0,4
57.0,322.0,4
59.0,324.0,4
60.0,325.5,4
62.0,329.0,4
65.0,332.0,4
70.0,335.0,4
74.0,338.5,4
79.0,342.0,4
85.0,345.0,4
83.0,348.5,4
80.0,352.0,4
77.0,355.0,4
75.0,358.5,4
70.0,3.0,6
69.0,6.0,6
68.0,9.5,6
68.0,12.5,6
68.0,16.0,6
68.0,19.5,6
68.0,22.5,6
68.0,26.0,6
70.0,29.0,6
70.0,32.5,6
71.0,35.0,6
73.0,38.0,6
75.0,41.5,6
77.0,45.0,6
79.0,48.0,6
68.0,51.5,6
18.0,54.5,6
16.0,58.0,6
14.0,61.5,6
12.0,64.5,6
12.0,68.0,6
10.0,71.0,6
8.0,74.5,6
8.0,78.0,6
7.0,81.0,6
6.0,84.5,6
5.0,87.5,6
4.0,91.0,6
4.0,94.5,6
4.0,97.5,6
3.0,101.0,6
7.0,104.0,6
48.0,107.5,6
75.0,110.5,6
91.0,114.0,6
131.0,117.0,6
142.0,120.5,6
377.0,149.0,6
65.0,155.5,6
12.0,159.0,6
80.0,162.0,6
89.0,165.0,6
96.0,168.5,6
86.0,171.5,6
44.0,174.5,6
48.0,178.0,6
124.0,181.0,6
148.0,184.5,6
506.0,187.5,6
625.0,190.5,6
616.0,194.0,6
606.0,197.0,6
532.0,200.0,6
87.0,202.5,6
79.0,205.0,6
78.0,207.5,6
78.0,210.0,6
79.0,213.5,6
79.0,216.5,6
81.0,220.0,6
102.0,223.0,6
471.0,226.0,6
610.0,229.5,6
656.0,232.5,6
340.0,235.5,6
81.0,239.0,6
76.0,242.0,6
72.0,245.5,6
67.0,248.5,6
63.0,251.5,6
60.0,255.0,6
58.0,258.0,6
56.0,261.0,6
55.0,264.5,6
53.0,267.5,6
52.0,270.5,6
51.0,274.0,6
50.0,277.0,6
49.0,280.0,6
49.0,283.5,6
49.0,286.5,6
49.0,290.0,6
49.0,293.5,6
50.0,296.5,6
50.0,300.0,6
51.0,303.0,6
52.0,306.5,6
53.0,310.0,6
55.0,313.0,6
57.0,316.5,6
59.0,319.5,6
61.0,323.0,6
64.0,326.5,6
69.0,329.5,6
74.0,333.0,6
79.0,336.0,6
84.0,339.5,6
84.0,343.0,6
82.0,345.5,6
80.0,347.0,6
77.0,350.5,6
75.0,353.5,6
73.0,357.0,6
73.0,359.0,6
73.0,359.5,6
73.0,360.0,6
72.8,0.0,8
73.3,0.5,8
73.0,1.0,8
70.0,10.0,8
69.0,13.5,8
68.0,16.5,8
68.0,19.5,8
68.0,23.0,8
68.0,26.0,8
68.0,29.5,8
69.0,33.0,8
71.0,36.0,8
71.0,39.5,8
73.0,42.5,8
75.0,46.0,8
77.0,49.0,8
79.0,52.5,8
79.0,55.5,8
27.0,59.0,8
18.0,62.5,8
16.0,65.5,8
14.0,69.0,8
13.0,72.0,8
11.0,75.5,8
10.0,79.0,8
8.0,82.0,8
7.0,85.5,8
6.0,89.0,8
6.0,92.0,8
5.0,95.5,8
5.0,98.5,8
5.0,102.0,8
5.0,105.5,8
10.0,108.5,8
15.0,112.0,8
33.0,115.5,8
85.0,118.5,8
116.0,122.0,8
126.0,125.0,8
123.0,128.5,8
220.0,157.5,8
626.0,161.0,8
659.0,164.0,8
119.0,167.0,8
95.0,170.5,8
983.0,173.5,8
115.0,180.0,8
66.0,183.5,8
122.0,187.0,8
129.0,190.0,8
458.0,193.0,8
619.0,196.5,8
619.0,199.5,8
613.0,202.5,8
421.0,206.0,8
190.0,209.0,8
134.0,212.5,8
118.0,215.5,8
251.0,219.0,8
494.0,222.0,8
546.0,225.5,8
576.0,228.5,8
592.0,232.0,8
629.0,235.0,8
684.0,238.5,8
258.0,241.5,8
88.0,244.5,8
75.0,248.0,8
71.0,251.0,8
66.0,254.5,8
62.0,257.5,8
60.0,261.0,8
58.0,264.0,8
56.0,267.5,8
54.0,270.5,8
53.0,273.5,8
52.0,277.0,8
51.0,280.0,8
50.0,283.0,8
49.0,286.5,8
49.0,289.5,8
49.0,293.0,8
49.0,296.0,8
49.0,299.5,8
50.0,302.5,8
50.0,306.0,8
51.0,309.5,8
53.0,312.5,8
54.0,316.0,8
56.0,319.5,8
58.0,322.5,8
60.0,326.0,8
62.0,329.0,8
66.0,332.5,8
71.0,336.0,8
75.0,339.0,8
80.0,342.5,8
86.0,345.5,8
83.0,349.0,8
80.0,352.5,8
77.0,355.5,8
75.0,359.0,8
72.0,2.5,10
70.0,5.5,10
69.0,9.0,10
69.0,12.0,10
68.0,15.0,10
68.0,18.5,10
69.0,21.5,10
69.0,25.0,10
70.0,28.0,10
71.0,31.0,10
72.0,34.5,10
73.0,37.5,10
75.0,40.0,10
77.0,43.0,10
79.0,46.5,10
79.0,49.5,10
51.0,52.5,10
17.0,56.0,10
16.0,59.0,10
15.0,62.5,10
13.0,65.5,10
13.0,68.5,10
10.0,72.0,10
8.0,75.0,10
8.0,78.0,10
7.0,81.0,10
6.0,84.5,10
5.0,87.5,10
5.0,90.5,10
5.0,94.0,10
5.0,97.0,10
5.0,100.0,10
11.0,103.5,10
31.0,106.5,10
125.0,110.0,10
158.0,113.5,10
132.0,116.5,10
128.0,119.5,10
176.0,123.0,10
702.0,148.5,10
668.0,151.5,10
702.0,155.0,10
740.0,158.0,10
778.0,167.5,10
731.0,171.0,10
119.0,180.5,10
132.0,183.5,10
254.0,187.0,10
636.0,190.0,10
629.0,193.5,10
622.0,196.5,10
616.0,200.0,10
613.0,203.5,10
607.0,206.0,10
504.0,209.0,10
234.0,211.5,10
590.0,214.0,10
604.0,217.5,10
578.0,221.0,10
589.0,224.0,10
603.0,227.5,10
650.0,230.5,10
652.0,234.0,10
85.0,237.5,10
79.0,240.5,10
74.0,244.0,10
70.0,247.0,10
65.0,250.5,10
