Phase_deg,Time_s,Placeholder
7.039646728359893e-16,1755690902.74,0
-9.679853112451806,1755690903.54,0
-19.83771666463582,1755690904.0,0
-29.459098734889697,1755690904.74,0
-39.407733957172624,1755690905.17,0
-49.448313781671615,1755690905.95,0
-59.340908279239315,1755690906.34,0
-62.98785529782652,1755690906.7,0
-66.38109563210728,1755690906.82,0
-71.53798660030995,1755690906.99,0
-75.33005670311056,1755690907.19,0
-76.66113233131028,1755690907.47,0
-77.18275593521278,1755690907.57,0
-78.14589874386351,1755690907.63,0
-79.4429394644187,1755690907.69,0
-81.98020602332261,1755690907.79,0
-86.1990216170702,1755690907.87,0
-89.03208219192088,1755690908.04,0
-88.285399908314,1755690908.1,0
-91.42995756488521,1755690908.2,0
-95.83181146784553,1755690908.32,0
-99.64325385436808,1755690908.51,0
-103.39973887468366,1755690908.7,0
-106.92997569846214,1755690908.93,0
-110.12419883470218,1755690909.08,0
-111.57523911252115,1755690909.25,0
-111.05031774438953,1755690909.35,0
-114.95582048888582,1755690909.45,0
-118.74979961418181,1755690909.57,0
-121.82132082177084,1755690909.75,0
-121.74785574378338,1755690909.84,0
-124.30517401021876,1755690909.94,0
-128.75521739704598,1755690910.02,0
-132.35842727827642,1755690910.09,0
-133.96227398584816,1755690910.2,0
-133.98007635202558,1755690910.31,0
-133.75981799820008,1755690910.37,0
-137.00133986924854,1755690910.48,0
-138.11942671742906,1755690910.7,0
-141.09823822384502,1755690910.89,0
-145.33402984925476,1755690911.05,0
-146.21551877874242,1755690911.18,0
-149.1105772151309,1755690911.37,0
-151.7821165705392,1755690911.57,0
-155.6603099551013,1755690911.72,0
-158.78748569573577,1755690911.96,0
-163.9276643251615,1755690912.11,0
-164.2197673336115,1755690912.32,0
-167.83645267150106,1755690912.42,0
-169.6904766139989,1755690912.59,0
-172.74896229475584,1755690912.74,0
-175.15731434881698,1755690912.89,0
-175.1772219037003,1755690912.99,0
-175.66493642075176,1755690913.05,0
-174.86607469076765,1755690913.13,0
-177.24906835552832,1755690913.27,0
-182.32012266655317,1755690913.36,0
-185.3622839936151,1755690913.44,0
-186.98239075167143,1755690913.54,0
-189.88411200632362,1755690913.7,0
-190.94726554178163,1755690913.8,0
-195.3980074180144,1755690913.91,0
-196.09337918155305,1755690914.02,0
-197.13642328486299,1755690914.08,0
-197.54749331866356,1755690914.14,0
-197.28437156667647,1755690914.2,0
-200.67283466663355,1755690914.28,0
-203.87132598777634,1755690914.36,0
-207.82631770020126,1755690914.51,0
-211.59325814094987,1755690914.75,0
-215.3418170457397,1755690915.0,0
-217.79875741847238,1755690915.21,0
-218.77381915779853,1755690915.28,0
-223.8101788742271,1755690915.38,0
