Phase_deg,Time_s,Placeholder
0.0,1755602150.97,0
-3.227247378854857,1755602151.19,0
-19.19599708824902,1755602152.18,0
-22.138922168072657,1755602152.39,0
-38.55917550420645,1755602152.96,0
-38.49096240873302,1755602153.53,0
-58.233880624789904,1755602153.7,0
-66.06513344937882,1755602154.74,0
-72.03142158794445,1755602155.15,0
-74.49398373371605,1755602155.33,0
-77.13350183626379,1755602155.63,0
-80.39691777004603,1755602155.86,0
-84.87320712284973,1755602155.95,0
-86.87906303547418,1755602156.04,0
-89.94942305887889,1755602156.31,0
-93.44248975317518,1755602156.51,0
-94.98430102077883,1755602156.73,0
-96.1890890347016,1755602156.73,0
-97.06401904498352,1755602156.73,0
-98.13290857344676,1755602156.79,0
-98.92732692382582,1755602156.79,0
-99.46244741421857,1755602156.79,0
-100.19141677767675,1755602156.84,0
-100.71798438223381,1755602156.84,0
-101.05630219944209,1755602156.84,0
-101.22710429591095,1755602156.84,0
