Phase_deg,Time_s,Placeholder
0.0,1755597347.84,0
3.201384684935892,1755597348.02,0
19.443473053441515,1755597349.47,0
19.286572443135185,1755597349.63,0
32.27477996937266,1755597349.96,0
47.73630473108591,1755597352.57,0
54.36019553836016,1755597352.77,0
59.26841073279428,1755597353.21,0
61.303336097554904,1755597353.42,0
60.91864032620043,1755597353.82,0
61.81132877342264,1755597353.98,0
65.42063866029758,1755597354.07,0
67.5031431458457,1755597354.16,0
69.1812631632395,1755597354.4,0
71.70660573971158,1755597354.55,0
72.26150417835434,1755597354.8,0
73.6129704022,1755597355.02,0
74.20337788615939,1755597355.09,0
73.94510361477278,1755597355.22,0
75.38354342486585,1755597355.3,0
77.1067346301607,1755597355.36,0
78.82176000033655,1755597355.49,0
81.19699719547546,1755597355.79,0
80.98576726712001,1755597356.0,0
82.2378164833254,1755597356.06,0
82.8462826296983,1755597356.14,0
83.25149031812211,1755597356.22,0
85.06644685011055,1755597356.3,0
83.19674885771873,1755597356.35,0
84.30259287693482,1755597356.43,0
85.11502632772249,1755597356.5,0
86.92173946409466,1755597356.57,0
86.62623227430795,1755597356.64,0
88.81510754367648,1755597356.73,0
89.97997397528694,1755597356.78,0
90.8923487632932,1755597356.92,0
90.79704507399924,1755597356.98,0
92.63930560863844,1755597357.05,0
93.61952065319653,1755597357.13,0
94.9491722090197,1755597357.21,0
95.7256708327799,1755597357.31,0
97.0555871213491,1755597357.41,0
97.60872065153059,1755597357.51,0
