Phase_deg,Time_s,Placeholder
2.2528768579433156e-15,1755679942.82,0
-9.949798977067523,1755679943.62,0
-19.928057515591384,1755679944.1,0
-29.78562325339535,1755679944.52,0
-39.88291902014052,1755679944.98,0
-49.79434939540882,1755679945.37,0
-59.82857118170421,1755679945.69,0
-67.85420222495479,1755679946.22,0
-67.79421749921751,1755679946.5,0
-67.68424576559768,1755679946.57,0
-71.8634145809262,1755679946.69,0
-74.91376558408874,1755679946.88,0
-74.30316392664676,1755679946.99,0
-74.93369868500804,1755679947.06,0
-74.50315114475907,1755679947.15,0
-78.57128938575298,1755679947.26,0
-82.71364508011429,1755679947.35,0
-85.56643582380701,1755679947.5,0
-90.05572991740235,1755679947.69,0
-93.31769513933725,1755679948.03,0
-92.96157887553181,1755679948.17,0
-95.22805857909772,1755679948.27,0
-100.54110272060338,1755679948.35,0
-102.34226700030231,1755679948.5,0
-102.3222537274464,1755679948.6,0
-102.78140860939484,1755679948.66,0
-102.41231351326293,1755679948.72,0
-103.63313836732296,1755679948.79,0
-109.0354051133012,1755679948.89,0
-112.27419875394763,1755679949.01,0
-113.65873101451524,1755679949.22,0
-122.1578564749078,1755679949.63,0
-125.72094213416295,1755679949.7,0
-128.87347859902215,1755679949.92,0
-133.08185913570748,1755679950.09,0
-135.4186390328949,1755679950.21,0
-137.39247933578335,1755679950.39,0
-138.20066986041076,1755679950.51,0
-141.1626939916883,1755679950.68,0
-141.12266768265664,1755679950.77,0
-143.65214743150437,1755679950.85,0
-147.33636407068929,1755679951.01,0
-151.42832159036885,1755679951.16,0
-153.91657424471265,1755679951.38,0
-154.62955733826072,1755679951.49,0
-158.93077982114437,1755679951.6,0
-159.04080427630697,1755679951.71,0
-160.82115171285957,1755679951.78,0
-165.05211204784132,1755679951.92,0
-166.40809560432902,1755679952.01,0
-170.85137413291895,1755679952.12,0
-172.43113931032892,1755679952.26,0
-176.87009566041792,1755679952.58,0
-180.6387805571091,1755679952.78,0
-184.51704089220718,1755679953.0,0
-198.44362149503607,1755679954.3,0
-201.39595600956181,1755679956.13,0
-204.3188645515853,1755679956.8,0
-208.77067821774673,1755679956.96,0
-209.69895703357219,1755679957.17,0
-209.60903309773977,1755679957.23,0
-210.6581448565722,1755679957.3,0
-214.34938283275807,1755679957.43,0
-218.35167595046187,1755679957.59,0
-221.23932898624915,1755679957.93,0
-226.0356225087317,1755679958.2,0
-229.1333971852372,1755679958.28,0
-232.27005557887765,1755679958.4,0
-233.420592028023,1755679958.49,0
-236.20811230891667,1755679958.58,0
-237.87259346773737,1755679958.58,0
-238.6968030374322,1755679958.58,0
-238.93442869668198,1755679958.58,0
-240.2227524961293,1755679958.66,0
-240.94285451045823,1755679958.66,0
-241.25001325228325,1755679958.66,0
-241.27869015642347,1755679958.66,0
-241.13741026753874,1755679958.66,0
-240.90828429172757,1755679958.66,0
-241.45434417554398,1755679958.76,0
-241.80717390110357,1755679958.76,0
-242.0087825591531,1755679958.76,0
