Phase_deg,Time_s,Placeholder
2.4907990263141527e-17,1755804687.44,0
6.824729559425936,1755804692.38,0
13.73381048821653,1755804692.77,0
20.55768278498091,1755804693.06,0
27.475981120699284,1755804693.63,0
34.37179789925314,1755804694.37,0
41.3553800851864,1755804694.8,0
42.57584579005309,1755804695.02,0
43.27792294025665,1755804695.13,0
45.13518578169059,1755804695.2,0
45.9168949781785,1755804695.26,0
47.10008103633008,1755804695.33,0
48.4669885142159,1755804695.4,0
50.06717352664927,1755804695.48,0
51.3829884237711,1755804695.54,0
53.42196012395112,1755804695.62,0
58.85119369022338,1755804696.14,0
64.93829893237522,1755804696.44,0
66.82609265198892,1755804696.5,0
69.44388516047111,1755804696.58,0
71.58826333298855,1755804696.65,0
73.81476382639919,1755804696.72,0
76.2612815983865,1755804696.79,0
78.86541925146386,1755804696.87,0
80.70400645136445,1755804696.93,0
83.64993707692416,1755804697.01,0
96.44255172326011,1755804697.47,0
98.01900253292386,1755804697.52,0
101.86628768325886,1755804697.61,0
112.66281461173838,1755804698.09,0
121.92950442216491,1755804698.19,0
134.9401441297496,1755804698.68,0
138.00969483211358,1755804698.74,0
142.40534164640738,1755804698.83,0
151.91715321980143,1755804698.99,0
171.6429350866748,1755804699.56,0
175.26138790735814,1755804699.63,0
179.11535327204734,1755804699.72,0
