Phase_deg,Time_s,Placeholder
-3.1801763919378003e-15,1755673090.99,0
-10.035438853202537,1755673091.82,0
-20.030755918305715,1755673092.61,0
-29.92558313318533,1755673093.37,0
-39.98117154281571,1755673094.09,0
-49.94206660882412,1755673094.5,0
-59.82675808815121,1755673094.95,0
-61.67356882579809,1755673095.19,0
-63.0527889934848,1755673095.26,0
-65.57077521706032,1755673095.33,0
-67.5292334297286,1755673095.4,0
-69.82307927138667,1755673095.47,0
-71.59137199087228,1755673095.55,0
-72.5622249842944,1755673095.63,0
-74.84752305775224,1755673095.7,0
-75.68257985106152,1755673095.79,0
-77.29212284835634,1755673095.86,0
-79.94042896118592,1755673095.94,0
-82.01918896298999,1755673096.01,0
-84.28793395518153,1755673096.09,0
-86.81666538227215,1755673096.2,0
-90.71500049647192,1755673096.49,0
-92.75066155094345,1755673096.82,0
-95.12845559686717,1755673096.94,0
-96.43325168287971,1755673097.13,0
-98.4432055234533,1755673097.33,0
-100.81250778033287,1755673097.55,0
-103.59664348949195,1755673097.71,0
-107.04237558361291,1755673097.82,0
-109.22258793200267,1755673097.88,0
-111.59934896849948,1755673098.02,0
-112.10307159006248,1755673098.12,0
-114.14035009803611,1755673098.3,0
-115.63397284401896,1755673098.46,0
-119.5753638007101,1755673098.64,0
-123.20698295524733,1755673098.72,0
-125.2950067980342,1755673098.78,0
-126.81294317943738,1755673098.94,0
-130.03534824941653,1755673099.17,0
-131.1415116087174,1755673099.36,0
-133.92337213323157,1755673099.45,0
-136.0648831552681,1755673099.52,0
-138.54685205151242,1755673099.59,0
-140.64691750971767,1755673099.66,0
-142.51344124783927,1755673099.82,0
-145.2428292482452,1755673100.05,0
-146.79316496992448,1755673100.18,0
-148.509396456555,1755673100.29,0
-150.50616801928913,1755673100.37,0
-152.23756764344142,1755673100.45,0
-154.25919201196382,1755673100.53,0
-156.13044081589288,1755673100.6,0
-157.30996489641925,1755673100.69,0
-158.31238550447048,1755673100.78,0
-160.28389307150397,1755673100.86,0
-162.21533159303524,1755673100.94,0
-164.16673968383077,1755673101.01,0
-166.10808888907675,1755673101.09,0
-168.049380362616,1755673101.17,0
-170.6410043377618,1755673101.25,0
-172.97235739434637,1755673101.31,0
-174.68460881352718,1755673101.39,0
-176.50256127208996,1755673101.46,0
-178.2099894038016,1755673101.54,0
-180.63730479071702,1755673101.62,0
-184.05491405954874,1755673101.87,0
-186.3476964820605,1755673102.07,0
-189.41832518403436,1755673102.25,0
-192.09862307504042,1755673102.4,0
-193.4119061611782,1755673102.73,0
-196.2086868026886,1755673102.82,0
-198.90846914828833,1755673102.89,0
-201.00815881838005,1755673102.95,0
-202.64004962517635,1755673103.12,0
-205.9569503632521,1755673103.27,0
-208.98604572458862,1755673103.33,0
-210.77900461559923,1755673103.47,0
-214.29349832885916,1755673103.58,0
-216.61768563704197,1755673103.74,0
-216.7391795092753,1755673103.83,0
-216.47233162876364,1755673103.93,0
-217.3223535238752,1755673104.01,0
-220.54989233749416,1755673104.07,0
-223.21835664983692,1755673104.13,0
-225.33666121292163,1755673104.19,0
-226.70276303950763,1755673104.25,0
-228.1446149199842,1755673104.36,0
-231.40213270701938,1755673104.49,0
-234.38130589776048,1755673104.56,0
-236.2582833538932,1755673104.63,0
-239.42572264686706,1755673104.76,0
-244.31177850314836,1755673104.91,0
-245.73231948005335,1755673105.22,0
-252.76527478841945,1755673105.49,0
-255.18672778835045,1755673105.65,0
-258.6112638809451,1755673105.81,0
-260.50910828120794,1755673106.03,0
-261.9445114136021,1755673106.16,0
-265.76717459156504,1755673106.26,0
-268.4459252397744,1755673106.32,0
-270.2451815851658,1755673106.39,0
-273.13415641971545,1755673106.47,0
-274.84309249637965,1755673106.59,0
-278.3028692856992,1755673106.69,0
-280.3761315625264,1755673106.84,0
-283.1023318152385,1755673107.01,0
-289.31259956167145,1755673107.38,0
-293.27333316503024,1755673107.62,0
-295.93079395985325,1755673107.72,0
-297.7823487254477,1755673107.72,0
-299.2537056949201,1755673107.72,0
-300.5384614329062,1755673107.72,0
-301.6625056104559,1755673107.72,0
-302.57734692980847,1755673107.72,0
-303.21929985244435,1755673107.72,0
-303.62319679851294,1755673107.72,0
