Phase_deg,Time_s,Placeholder
-3.3335563604638505e-15,1755690339.54,0
-9.60264405502651,1755690345.57,0
-19.520819077648273,1755690345.99,0
-29.42581813930204,1755690346.4,0
-39.236066202536875,1755690346.63,0
-49.07523043593432,1755690347.28,0
-59.31368242925919,1755690348.7,0
-52.15243649402719,1755690349.03,0
-45.518370868962485,1755690350.43,0
-37.56665790984799,1755690351.24,0
-30.835302806396218,1755690351.46,0
-24.283070586216752,1755690351.97,0
-17.058297394840285,1755690352.34,0
-9.323187640851986,1755690352.47,0
-2.423466046586823,1755690352.78,0
4.582758215570627,1755690353.1,0
0.15384534704948444,1755690353.57,0
-1.1254310182415301,1755690354.1,0
0.24989836236503588,1755690355.27,0
-9.594072704937918,1755690356.56,0
-19.53569263887702,1755690356.93,0
-29.384359192596772,1755690357.36,0
-39.19679321759945,1755690357.75,0
-48.94957596017575,1755690358.17,0
-33.46388669746824,1755690358.78,0
-25.868518718333195,1755690361.72,0
-18.794194812364754,1755690361.87,0
-12.312604285692855,1755690362.21,0
-3.967594751551011,1755690362.38,0
3.229972525717541,1755690362.66,0
0.15648763150472209,1755690363.13,0
2.5441706938835744,1755690363.35,0
4.446469953829358,1755690363.35,0
