Phase_deg,Time_s,Placeholder
0.0,1755597148.13,0
-3.203563216844057,1755597148.34,0
-19.444009769712945,1755597148.76,0
-29.271296953402864,1755597150.18,0
-29.324806592790004,1755597150.34,0
-35.85291715431018,1755597150.63,0
-58.7579480012362,1755597153.02,0
-59.6347879651754,1755597153.1,0
-61.507561368474555,1755597153.19,0
-63.62356553018161,1755597153.33,0
-66.05389519014442,1755597153.51,0
-68.2927824880995,1755597153.82,0
-70.04513657608865,1755597154.16,0
-72.14981589713524,1755597154.26,0
-74.21353340860506,1755597154.33,0
-75.45534634339002,1755597154.43,0
-76.64258142034267,1755597154.52,0
-77.44590038119914,1755597154.63,0
-79.2288617150428,1755597154.73,0
-80.04600080164012,1755597154.82,0
-81.44882438095209,1755597154.95,0
-82.05950262652189,1755597155.08,0
-83.8790055591138,1755597155.14,0
-85.04629180408071,1755597155.23,0
-86.55698368538724,1755597155.35,0
-87.5876789844377,1755597155.41,0
-87.63255483793519,1755597155.48,0
-89.15357065903117,1755597155.55,0
-90.84059907818687,1755597155.61,0
-91.113996871222,1755597155.76,0
-93.0857430062173,1755597155.9,0
-94.48080686138057,1755597155.96,0
-94.62553876538668,1755597156.06,0
-95.70880252939278,1755597156.15,0
-96.38107851889778,1755597156.24,0
-97.72258159357074,1755597156.3,0
-97.78520348244408,1755597156.41,0
-98.58286913444849,1755597156.48,0
-99.29719863944901,1755597156.58,0
-100.83640287272021,1755597156.68,0
-101.54300117072941,1755597156.76,0
-103.0327101036369,1755597156.86,0
-104.35702792557397,1755597156.94,0
-105.97970343642574,1755597157.04,0
-107.83974495960292,1755597157.11,0
-109.1543072072897,1755597157.17,0
-109.69277300328075,1755597157.23,0
-109.6387364321219,1755597157.3,0
-111.54189249381652,1755597157.37,0
-112.89457738732042,1755597157.42,0
-113.95869324814528,1755597157.49,0
-114.85366263414103,1755597157.58,0
-116.61357226760958,1755597157.64,0
-117.59782620064085,1755597157.74,0
-119.25799002683783,1755597157.83,0
-121.00746071400219,1755597157.89,0
-121.09557420493579,1755597157.99,0
-122.46087309349939,1755597158.06,0
-123.07160536417001,1755597158.13,0
-124.73464731940118,1755597158.19,0
-126.00679580769398,1755597158.27,0
-126.44590657503211,1755597158.45,0
-128.40200529403768,1755597158.52,0
-128.92274550444188,1755597158.59,0
-130.83707243276007,1755597158.68,0
-132.0378574590304,1755597158.76,0
-133.4213862759085,1755597158.83,0
-133.6298259885873,1755597158.95,0
-135.5785686428287,1755597159.1,0
-135.77536709651724,1755597159.42,0
-136.62954995613254,1755597159.68,0
-137.2439954030747,1755597159.68,0
-137.63592864753127,1755597159.68,0
