Phase_deg,Time_s,Placeholder
-6.261217469701745e-16,1755673090.99,0
-10.043328984360292,1755673091.82,0
-20.03804289162178,1755673092.61,0
-29.92151047621439,1755673093.37,0
-39.983870927603576,1755673094.09,0
-49.94090607343854,1755673094.5,0
-59.817289453047685,1755673094.95,0
-61.66684555946893,1755673095.19,0
-63.02705833122985,1755673095.26,0
-65.54479240638412,1755673095.33,0
-67.50307334461517,1755673095.4,0
-69.81305377713126,1755673095.47,0
-71.59198793131971,1755673095.55,0
-72.54077466605082,1755673095.63,0
-74.84959644585163,1755673095.7,0
-75.670167429859,1755673095.79,0
-77.26535217024033,1755673095.86,0
-79.91357701948597,1755673095.94,0
-81.99229963489441,1755673096.01,0
-84.26103058322566,1755673096.09,0
-86.78977936507444,1755673096.2,0
-90.6882090043366,1755673096.49,0
-92.7305768159457,1755673096.82,0
-95.10774861756668,1755673096.94,0
-96.40674372967182,1755673097.13,0
-98.42206058955429,1755673097.33,0
-100.78632718521278,1755673097.55,0
-103.57372436283856,1755673097.71,0
-107.01680895981366,1755673097.82,0
-109.19727273275413,1755673097.88,0
-111.57385212352754,1755673098.02,0
-112.07811389260281,1755673098.12,0
-114.11407968919119,1755673098.3,0
-115.60948775367687,1755673098.46,0
-119.55144266507136,1755673098.64,0
-123.18360657871641,1755673098.72,0
-125.27097718309106,1755673098.78,0
-126.78383146281057,1755673098.94,0
-130.00616661099593,1755673099.17,0
-131.11936567865257,1755673099.36,0
-133.90165721542158,1755673099.45,0
-136.0434956252198,1755673099.52,0
-138.5190351520085,1755673099.59,0
-140.61184399566736,1755673099.66,0
-142.47976847794044,1755673099.82,0
-145.2085352612163,1755673100.05,0
-146.77329404522018,1755673100.18,0
-148.4763372342618,1755673100.29,0
-150.486748653448,1755673100.37,0
-152.21834197713915,1755673100.45,0
-154.2401776348139,1755673100.53,0
-156.09376648085322,1755673100.6,0
-157.25495002987844,1755673100.69,0
-158.29374247468314,1755673100.78,0
-160.265403674915,1755673100.86,0
-162.19697459731597,1755673100.94,0
-164.14849763771082,1755673101.01,0
-166.0899419030769,1755673101.09,0
-168.03130875072642,1755673101.17,0
-170.62300208664612,1755673101.25,0
-172.95438657517872,1755673101.31,0
-174.6570164329773,1755673101.39,0
-176.4617719291772,1755673101.46,0
-178.1892815112635,1755673101.54,0
-180.59574346656362,1755673101.62,0
-184.0127377801986,1755673101.87,0
-186.32480694919082,1755673102.07,0
-189.39975009070386,1755673102.25,0
-192.07982071726775,1755673102.4,0
-193.35094704840427,1755673102.73,0
-196.1894750134266,1755673102.82,0
-198.8889518011472,1755673102.89,0
-200.98838578883772,1755673102.95,0
-202.60986532987366,1755673103.12,0
-205.93652078833466,1755673103.27,0
-208.9406738256103,1755673103.33,0
-210.7332686383742,1755673103.47,0
-214.27183877207108,1755673103.58,0
-216.52284502877532,1755673103.74,0
-216.7139459586498,1755673103.83,0
-216.45033546834614,1755673103.93,0
-217.27627361879647,1755673104.01,0
-220.5272609610327,1755673104.07,0
-223.1917572794931,1755673104.13,0
-225.31329015890833,1755673104.19,0
-226.6567165918866,1755673104.25,0
-228.1208208020915,1755673104.36,0
-231.37786440306235,1755673104.49,0
-234.34202922643325,1755673104.56,0
-236.23335389400452,1755673104.63,0
-239.40039936794207,1755673104.76,0
-244.28591846034428,1755673104.91,0
-245.68865470247584,1755673105.22,0
-252.73872821155575,1755673105.49,0
-255.14682893735295,1755673105.65,0
-258.5844480458653,1755673105.81,0
-260.4567423991933,1755673106.03,0
-261.9130726240331,1755673106.16,0
-265.74027715044554,1755673106.26,0
-268.41906878378563,1755673106.32,0
-270.21837438339924,1755673106.39,0
-273.1074642647124,1755673106.47,0
-274.80969692230013,1755673106.59,0
-278.27648986324715,1755673106.69,0
