Phase_deg,Time_s,Placeholder
-2.0219177566751742e-16,1755597148.13,0
-3.210822877325855,1755597148.34,0
-19.470730390391505,1755597148.76,0
-29.293062322933835,1755597150.18,0
-29.394143803819677,1755597150.34,0
-35.973421781738324,1755597150.63,0
-58.85247604671133,1755597153.02,0
-59.75953946649646,1755597153.1,0
-61.36826237245053,1755597153.19,0
-63.51674363420262,1755597153.33,0
-65.91552145780939,1755597153.51,0
-68.21360385957992,1755597153.82,0
-69.90883360803099,1755597154.16,0
-72.01506576407355,1755597154.26,0
-74.08060495384761,1755597154.33,0
-75.32365287223382,1755597154.43,0
-76.54238400652241,1755597154.52,0
-77.42198106851326,1755597154.63,0
-79.10153330502212,1755597154.73,0
-80.02348215906711,1755597154.82,0
-81.39082395907357,1755597154.95,0
-81.93601830336029,1755597155.08,0
-83.75823081928023,1755597155.14,0
-85.01235273564207,1755597155.23,0
-86.44051004653487,1755597155.35,0
-87.61033012924462,1755597155.41,0
-87.57831120312825,1755597155.48,0
-89.0415915390019,1755597155.55,0
-90.73169354183484,1755597155.61,0
-91.14183472449629,1755597155.76,0
-92.98109403359034,1755597155.9,0
-94.38779280381858,1755597155.96,0
-94.65101679819797,1755597156.06,0
-95.60933452123945,1755597156.15,0
-96.41493735956597,1755597156.24,0
-97.62721735216381,1755597156.3,0
-97.91598847308599,1755597156.41,0
-98.61327370800016,1755597156.48,0
-99.20510509391356,1755597156.58,0
-100.82262122198156,1755597156.68,0
-101.5837605298216,1755597156.76,0
-102.94853128211477,1755597156.86,0
-104.27568841196852,1755597156.94,0
-105.90185279295132,1755597157.04,0
-107.77667324201775,1755597157.11,0
-109.0832728575154,1755597157.17,0
-109.68606321826516,1755597157.23,0
-109.69070205407994,1755597157.3,0
-111.47593476083661,1755597157.37,0
-112.83146163876717,1755597157.42,0
-113.89779053391572,1755597157.49,0
-114.79460326560906,1755597157.58,0
-116.55808272342156,1755597157.64,0
-117.5442972685106,1755597157.74,0
-119.20770197192346,1755597157.83,0
-120.9604876403261,1755597157.89,0
-121.15526935030387,1755597157.99,0
-122.42469909730374,1755597158.06,0
-123.13040662979502,1755597158.13,0
-124.69433811659593,1755597158.19,0
-125.96862125738917,1755597158.27,0
-126.48313396301018,1755597158.45,0
-128.3676344045759,1755597158.52,0
-128.97919423640636,1755597158.59,0
-130.80989725185046,1755597158.68,0
-132.06463601741214,1755597158.76,0
-133.39397237502195,1755597158.83,0
-133.68772486190164,1755597158.95,0
-135.55368112533688,1755597159.1,0
-135.91469874651654,1755597159.42,0
-135.45514985986966,1755597159.68,0
-135.76834368868228,1755597159.94,0
-136.98398174914422,1755597160.3,0
-140.5576199134072,1755597160.3,0
-143.61685574425894,1755597160.3,0
-146.05201043605064,1755597160.3,0
-147.7623714669332,1755597160.3,0
-148.74430232112175,1755597160.3,0
-149.0306899312096,1755597160.3,0
