Phase_deg,Time_s,Placeholder
-4.974005584421407e-17,1755602150.97,0
-3.236093784242521,1755602151.19,0
-19.279500131302132,1755602152.18,0
-22.29803696685082,1755602152.39,0
-38.67169395169039,1755602152.96,0
-38.61400532815653,1755602153.53,0
-58.36681470274102,1755602153.7,0
-66.1992833843041,1755602154.74,0
-71.9996836960864,1755602155.15,0
-73.92506469516947,1755602155.33,0
-76.41278454691759,1755602155.33,0
-78.75953587600947,1755602155.33,0
-80.78759034373742,1755602155.33,0
-82.38304497196974,1755602155.33,0
-83.4941189229495,1755602155.33,0
-84.08340685537831,1755602155.33,0
-84.16990442605271,1755602155.33,0
-83.83455879519792,1755602155.33,0
-83.16730495467812,1755602155.33,0
-82.24437912349556,1755602155.33,0
-81.14000942762684,1755602155.33,0
-79.92890623406241,1755602155.33,0
-78.67953284058106,1755602155.33,0
-77.45403260180747,1755602155.33,0
-76.85613130246064,1755602155.63,0
-76.7172156265083,1755602155.63,0
