Phase_deg,Time_s,Placeholder
0.0,1755806999.71,0
-6.849141955488441,1755807000.19,0
-13.811978699779779,1755807001.31,0
-21.019724770438756,1755807002.05,0
-28.348642364579163,1755807002.79,0
-34.815500065446265,1755807003.9,0
-42.07281364676865,1755807004.67,0
-44.05335325700748,1755807005.1,0
-45.288863316829556,1755807005.3,0
-168.56985267127322,1755807017.76,0
-170.96265217771406,1755807017.86,0
-176.27678895207524,1755807018.09,0
-180.81228746213813,1755807018.27,0
-187.43655958239245,1755807018.49,0
-192.7166051897084,1755807018.68,0
-200.41463084468006,1755807018.89,0
