Phase_deg,Time_s,Placeholder
4.969618777152085e-16,1755673090.99,0
-9.993872640845543,1755673091.82,0
-19.870762870414993,1755673092.61,0
-29.718497064228117,1755673093.37,0
-39.62614383212083,1755673094.09,0
-49.512344491689255,1755673094.5,0
-59.448920112213784,1755673094.95,0
-61.18404915500272,1755673095.19,0
-63.14884777324273,1755673095.26,0
-65.6775318134434,1755673095.33,0
-67.64349444764039,1755673095.4,0
-69.27895049529853,1755673095.47,0
-70.54941284117511,1755673095.55,0
-72.46213084124122,1755673095.63,0
-73.5897775122946,1755673095.7,0
-75.09920279068372,1755673095.79,0
-76.85895136252546,1755673095.86,0
-78.29540278170634,1755673095.86,0
-79.40139390779953,1755673095.86,0
-80.71804226094078,1755673095.94,0
-81.73964021469627,1755673095.94,0
