Phase_deg,Time_s,Placeholder
9.943464542081196e-17,1755805605.82,0
7.0389976232475755,1755805606.6,0
13.760511024190325,1755805607.71,0
20.543038707163838,1755805608.46,0
27.44518333648908,1755805609.23,0
34.76428055216048,1755805609.92,0
41.650588541859996,1755805610.72,0
44.75089567171322,1755805611.1,0
48.319955846373,1755805611.32,0
51.95118222729231,1755805611.58,0
55.90658584904358,1755805612.32,0
61.48386222660092,1755805612.54,0
66.73986448500996,1755805612.86,0
72.02453568612535,1755805613.54,0
78.49196534734433,1755805614.05,0
85.7362608230177,1755805614.5,0
93.40392507745634,1755805614.98,0
101.14044405379552,1755805615.56,0
108.93791352199985,1755805616.26,0
118.94118911870805,1755805616.87,0
130.58235474116188,1755805617.26,0
139.79234125986093,1755805617.86,0
149.31532280003896,1755805618.6,0
160.97796054993935,1755805619.1,0
171.62849627847598,1755805620.23,0
182.76258609376168,1755805620.35,0
