Phase_deg,Time_s,Placeholder
1.7774352038301654e-15,1755673090.99,0
-10.028085842413413,1755673091.82,0
-20.02207201980478,1755673092.61,0
-29.924784536206463,1755673093.37,0
-39.97295197762941,1755673094.09,0
-49.93574409344753,1755673094.5,0
-59.82721767652587,1755673094.95,0
-61.67084527235343,1755673095.19,0
-63.07022472434455,1755673095.26,0
-65.58848757604476,1755673095.33,0
-67.54715161262163,1755673095.4,0
-69.82252024695241,1755673095.47,0
-71.5780218205661,1755673095.55,0
-72.57462320532109,1755673095.63,0
-74.8312035702838,1755673095.7,0
-75.68370502433608,1755673095.79,0
-77.31091199134708,1755673095.86,0
-79.95940131305727,1755673095.94,0
-82.03828707606687,1755673096.01,0
-84.3071503565972,1755673096.09,0
-86.83598942408665,1755673096.2,0
-90.73443868489443,1755673096.49,0
-92.75869861700514,1755673096.82,0
-95.13690273243607,1755673096.94,0
-96.45274012314874,1755673097.13,0
-98.45125500670022,1755673097.33,0
-100.83193943894082,1755673097.55,0
-103.60624329913452,1755673097.71,0
-107.06158703044875,1755673097.82,0
-109.241685205007,1755673097.88,0
-111.61128985560357,1755673098.02,0
-112.12199015320498,1755673098.12,0
-114.15301424979425,1755673098.3,0
-115.65263157088474,1755673098.46,0
-119.59368404699573,1755673098.64,0
-123.22495141601519,1755673098.72,0
-125.31244674823623,1755673098.78,0
-126.82920747885751,1755673098.94,0
-130.05234629079695,1755673099.17,0
-131.1586069602488,1755673099.36,0
-133.94013693352684,1755673099.45,0
-136.08138806098555,1755673099.52,0
-138.5647241173885,1755673099.59,0
-140.66705112514808,1755673099.66,0
-142.5334912353194,1755673099.82,0
-145.26353329429344,1755673100.05,0
-146.80835038953057,1755673100.18,0
-148.53004315123397,1755673100.29,0
-150.52091216777234,1755673100.37,0
-152.2521124657607,1755673100.45,0
-154.27351061171078,1755673100.53,0
-156.15369285288259,1755673100.6,0
-157.34297564063144,1755673100.69,0
-158.32627601186422,1755673100.78,0
-160.29758968509307,1755673100.86,0
-162.228848564121,1755673100.94,0
-164.18008635622874,1755673101.01,0
-166.12127809219365,1755673101.09,0
-168.06242474545738,1755673101.17,0
-170.653876235939,1755673101.25,0
-172.98509555932054,1755673101.31,0
-174.7035986602345,1755673101.39,0
-176.53041703939087,1755673101.46,0
-178.22434169092153,1755673101.54,0
-180.66607208685664,1755673101.62,0
-184.08442602935986,1755673101.87,0
-186.36339068546357,1755673102.07,0
-189.43075472316372,1755673102.25,0
-192.11111181470426,1755673102.4,0
-193.45658655793883,1755673102.73,0
-196.22132477468705,1755673102.82,0
-198.9212423668303,1755673102.89,0
-201.02105674709043,1755673102.95,0
-202.66134589905758,1755673103.12,0
-205.97020556669236,1755673103.27,0
-209.02028634090343,1755673103.33,0
-210.81372931884079,1755673103.47,0
-214.30752975942323,1755673103.58,0
-216.69654087690515,1755673103.74,0
-216.75630948461225,1755673103.83,0
-216.48659545680917,1755673103.93,0
-217.35804873446028,1755673104.01,0
-220.56461609964452,1755673104.07,0
-223.23668382535638,1755673104.13,0
-225.35195568545453,1755673104.19,0
-226.73949974381773,1755673104.25,0
-228.16025364364702,1755673104.36,0
-231.41817424899855,1755673104.49,0
-234.41230939790267,1755673104.56,0
-236.27492148389845,1755673104.63,0
-239.44274023177368,1755673104.76,0
-244.32935412317227,1755673104.91,0
-245.76946821534483,1755673105.22,0
-252.78369546344058,1755673105.49,0
-255.22145928756498,1755673105.65,0
-258.63014742155553,1755673105.81,0
-260.5615791349701,1755673106.03,0
-261.9697232584372,1755673106.16,0
-265.786457111215,1755673106.26,0
-268.4653047369915,1755673106.32,0
-270.2646094098336,1755673106.39,0
-273.15363304395447,1755673106.47,0
-274.87517797833186,1755673106.59,0
-278.32234356309414,1755673106.69,0
-280.40281365702765,1755673106.84,0
-283.121701240954,1755673107.01,0
-289.3316917236819,1755673107.38,0
-293.2921704284694,1755673107.62,0
-297.60310910867054,1755673107.72,0
-298.9134777940361,1755673107.9,0
-304.3754092278012,1755673108.1,0
-307.33670466574284,1755673108.18,0
-310.93849086701204,1755673108.28,0
