Phase_deg,Time_s,Placeholder
2.1251855807132105e-15,1755673090.99,0
-10.005440689898107,1755673091.82,0
-19.986649748659453,1755673092.61,0
-29.90191051647065,1755673093.37,0
-39.921044327050296,1755673094.09,0
-49.88143799066577,1755673094.5,0
-59.78950457471365,1755673094.95,0
-61.61972890608945,1755673095.19,0
-63.09579965501142,1755673095.26,0
-65.61497994638981,1755673095.33,0
-67.57435787913192,1755673095.4,0
-69.77325126281708,1755673095.47,0
-71.473410570771,1755673095.55,0
-72.57810743299983,1755673095.63,0
-74.70883525753311,1755673095.7,0
-75.63666609707956,1755673095.79,0
-77.34156142690004,1755673095.86,0
-79.9909177407539,1755673095.94,0
-82.07045427860089,1755673096.01,0
-84.33999354288424,1755673096.09,0
-86.86953887919505,1755673096.2,0
-90.7689673019764,1755673096.49,0
-92.73102126526742,1755673096.82,0
-95.10947776869341,1755673096.94,0
-96.48843141080386,1755673097.13,0
-98.41827084612356,1755673097.33,0
-100.8682757999117,1755673097.55,0
-103.57728449882524,1755673097.71,0
-107.09844256572552,1755673097.82,0
-109.27860760714238,1755673097.88,0
-111.58896419303139,1755673098.02,0
-112.15890824626429,1755673098.12,0
-114.13287142976556,1755673098.3,0
-115.68940073558718,1755673098.46,0
-119.63010292391476,1755673098.64,0
-123.26088120827634,1755673098.72,0
-125.34103255778133,1755673098.78,0
-126.82486302164143,1755673098.94,0
-130.05362290219648,1755673099.17,0
-131.1929553722654,1755673099.36,0
-133.97378143587764,1755673099.45,0
-136.11444439576275,1755673099.52,0
-138.5794660422068,1755673099.59,0
-140.6669232594134,1755673099.66,0
-142.53918757733155,1755673099.82,0
-145.27181565916473,1755673100.05,0
-146.8379809600391,1755673100.18,0
-148.54369815157176,1755673100.29,0
-150.54922901691393,1755673100.37,0
-152.2798048573168,1755673100.45,0
-154.3004684581043,1755673100.53,0
-156.17245767574994,1755673100.6,0
-157.35700160881703,1755673100.69,0
-158.3517577656463,1755673100.78,0
-160.3223588795888,1755673100.86,0
-162.2529275289199,1755673100.94,0
-164.20347905840018,1755673101.01,0
-166.1440022836916,1755673101.09,0
-168.08449769543745,1755673101.17,0
-170.675111826778,1755673101.25,0
-173.0056143512871,1755673101.31,0
-174.7310237729797,1755673101.39,0
-176.56963091473685,1755673101.46,0
-178.24595651469855,1755673101.54,0
-180.70957375626608,1755673101.62,0
-184.13150091493804,1755673101.87,0
-186.3867017803799,1755673102.07,0
-189.44757259575204,1755673102.25,0
-192.12760179608404,1755673102.4,0
-193.54184708499096,1755673102.73,0
-196.2374825217798,1755673102.82,0
-198.9372971108817,1755673102.89,0
-201.03709536160062,1755673102.95,0
-202.69806767067058,1755673103.12,0
-205.98642767591167,1755673103.27,0
-209.09303987849435,1755673103.33,0
-210.88882505693056,1755673103.47,0
-214.3247448341347,1755673103.58,0
-216.9062162066878,1755673103.74,0
-216.7823921431387,1755673103.83,0
-216.50420357374176,1755673103.93,0
-217.43963738025576,1755673104.01,0
-220.58309575516003,1755673104.07,0
-223.2662789340568,1755673104.13,0
-225.37166369895778,1755673104.19,0
-226.82970741416938,1755673104.25,0
-228.18077255615364,1755673104.36,0
-231.4397051533653,1755673104.49,0
-234.48665435383714,1755673104.56,0
-236.29807570929606,1755673104.63,0
-239.46700780118582,1755673104.76,0
-244.35538733597036,1755673104.91,0
-245.87304036793728,1755673105.22,0
-252.81278471688677,1755673105.49,0
-255.3218278310815,1755673105.65,0
-258.6612336313454,1755673105.81,0
-260.74864205280636,1755673106.03,0
-262.0307764253825,1755673106.16,0
-265.81971982130676,1755673106.26,0
-268.4992804150827,1755673106.32,0
-270.2990275714264,1755673106.39,0
-273.18869552008726,1755673106.47,0
-274.9818901730953,1755673106.59,0
-278.35833751488957,1755673106.69,0
-280.4844569720304,1755673106.84,0
-283.15828415020184,1755673107.01,0
-289.36861558925466,1755673107.38,0
-293.3290566322422,1755673107.62,0
-297.6397288676971,1755673107.72,0
-298.9499707598049,1755673107.9,0
-304.4111520238317,1755673108.1,0
-307.37189827963886,1755673108.18,0
-310.97289190372265,1755673108.28,0
-312.9234644073346,1755673108.55,0
-324.6672492791889,1755673108.99,0
-326.81797421112714,1755673109.22,0
-329.969034801236,1755673109.36,0
-332.04855199833025,1755673109.64,0
-336.9713257469543,1755673109.84,0
-339.3520653382255,1755673109.92,0
-342.1629014954449,1755673109.99,0
-345.59142208415483,1755673110.06,0
-347.4994919124175,1755673110.46,0
