Phase_deg,Time_s,Placeholder
1.4952695434424462e-16,1755679942.82,0
-9.892289061065265,1755679943.62,0
-19.82855234554237,1755679944.1,0
-29.65177861669156,1755679944.52,0
-39.693546445027,1755679944.98,0
-49.58127027054712,1755679945.37,0
-59.50866367769098,1755679945.69,0
-67.80757494718392,1755679946.22,0
-67.74745912231593,1755679946.5,0
-67.63724678393665,1755679946.57,0
-71.82529539895751,1755679946.69,0
-74.63301364653918,1755679946.88,0
-74.2699332440979,1755679946.99,0
-74.65290756478237,1755679947.06,0
-74.47031002064834,1755679947.15,0
-78.28354080506902,1755679947.26,0
-82.69505223763761,1755679947.35,0
-85.2662495722869,1755679947.5,0
-90.04639595085442,1755679947.69,0
-93.00488496696013,1755679948.03,0
-92.78174352805823,1755679948.17,0
-95.22291823949307,1755679948.27,0
-100.53809617616052,1755679948.35,0
-102.33946907231383,1755679948.5,0
-102.31945492451702,1755679948.6,0
-102.45455115508982,1755679948.66,0
-102.40951839202422,1755679948.72,0
-103.63032832179844,1755679948.79,0
-108.92939267261758,1755679948.89,0
-111.93484872732074,1755679949.01,0
-113.31772276940089,1755679949.22,0
-122.14057214661973,1755679949.63,0
-125.36794420134945,1755679949.7,0
-128.8451545770296,1755679949.92,0
-132.72447198332245,1755679950.09,0
-135.37739962468223,1755679950.21,0
-137.27349486788603,1755679950.39,0
-138.1534587528258,1755679950.51,0
-141.10889831415255,1755679950.68,0
-141.06896224260024,1755679950.77,0
-143.52885388309346,1755679950.85,0
-147.2683978863997,1755679951.01,0
-151.35088866871683,1755679951.16,0
-153.75602360388277,1755679951.38,0
-154.54482403328336,1755679951.49,0
-158.83655603878444,1755679951.6,0
-158.94634418195133,1755679951.71,0
-160.722921645483,1755679951.78,0
-164.65147572303852,1755679951.92,0
-166.25014249453054,1755679952.01,0
-170.7343799525237,1755679952.12,0
-172.31166639784468,1755679952.26,0
-176.24784827007545,1755679952.58,0
-178.6592220851001,1755679952.58,0
-179.9145736842987,1755679952.58,0
-180.35077679408172,1755679952.58,0
-180.25187049923713,1755679952.58,0
-179.84178919110042,1755679952.58,0
-179.28601100580212,1755679952.58,0
-178.6983925127367,1755679952.58,0
-178.15043168431754,1755679952.58,0
-177.68106153752805,1755679952.58,0
