Phase_deg,Time_s,Placeholder
-4.473176216456843e-16,1755806925.01,0
-6.94800359150398,1755806925.78,0
-13.786524724428277,1755806926.21,0
-20.571393137222035,1755806927.18,0
-27.71871889524335,1755806928.45,0
-34.939457171138145,1755806929.16,0
-41.64381690350249,1755806930.24,0
-44.852641058362735,1755806930.54,0
-51.525044709296665,1755806931.13,0
-54.54385260699339,1755806931.52,0
-56.88970453847002,1755806931.73,0
-60.243714195398866,1755806931.94,0
-61.924699897641645,1755806932.13,0
-65.3151270988006,1755806932.34,0
-67.115332339003,1755806932.53,0
-72.23063585061725,1755806932.94,0
-75.73705955485777,1755806933.33,0
-77.8397016281936,1755806933.52,0
-82.15883190693,1755806933.75,0
-84.06307152370488,1755806933.94,0
-191.72404812963586,1755806939.8,0
-194.0927726352724,1755806939.88,0
-200.98252810102116,1755806940.12,0
