Phase_deg,Time_s,Placeholder
-1.5407833661559894e-15,1755679942.82,0
-9.887579681948854,1755679943.62,0
-19.805698851476397,1755679944.1,0
-29.72156412579573,1755679944.52,0
-39.5835765459864,1755679944.98,0
-49.496711596938866,1755679945.37,0
-59.22671564877114,1755679945.69,0
-68.09009775757558,1755679946.22,0
-68.03007654150903,1755679946.5,0
-67.92003625422343,1755679946.57,0
-72.10029903133952,1755679946.69,0
-74.48075709642873,1755679946.88,0
-74.53924964375933,1755679946.99,0
-74.5006039131067,1755679947.06,0
-74.73912453821043,1755679947.15,0
-78.12263289153324,1755679947.26,0
-82.93900808834006,1755679947.35,0
-85.08919552729016,1755679947.5,0
-90.2622778553482,1755679947.69,0
-92.8118973830101,1755679948.03,0
-92.76146152318286,1755679948.17,0
-95.9989211261478,1755679948.27,0
-97.88317811221201,1755679948.27,0
-98.76708782952933,1755679948.27,0
-101.07895487118087,1755679948.35,0
-102.42899211028224,1755679948.35,0
-103.06692774394334,1755679948.35,0
-103.21380885097422,1755679948.35,0
-103.05136913132385,1755679948.35,0
-102.71958088762976,1755679948.35,0
-102.31936235387886,1755679948.35,0
-101.91810749946897,1755679948.35,0
-101.55635633810466,1755679948.35,0
-101.97175986401388,1755679948.5,0
-102.27395783321398,1755679948.5,0
-102.4780126714686,1755679948.5,0
-102.59480687859023,1755679948.6,0
-102.6535422378751,1755679948.6,0
-102.67156875252942,1755679948.6,0
-102.56990017382715,1755679948.66,0
-102.47668174831578,1755679948.66,0
-102.3978552572701,1755679948.66,0
-102.4648753392034,1755679948.72,0
-102.51570478433452,1755679948.72,0
-102.5517369028712,1755679948.72,0
