Distance_cm,Azimuth_deg,Elevation_deg
43.0,0.0,0
43.0,0.5,0
42.2,1.0,0
42.4,1.5,0
42.3,2.0,0
42.0,2.5,0
42.0,3.0,0
42.0,3.5,0
42.0,4.0,0
42.0,5.5,0
40.0,8.5,0
39.0,12.0,0
39.0,15.0,0
39.0,18.5,0
38.0,21.5,0
38.0,25.0,0
38.0,28.0,0
38.0,31.0,0
39.0,34.5,0
39.0,37.5,0
40.0,41.0,0
41.0,44.0,0
42.0,47.5,0
43.0,50.5,0
44.0,54.0,0
46.0,57.0,0
48.0,60.0,0
51.0,63.5,0
53.0,66.5,0
57.0,70.0,0
60.0,73.0,0
65.0,76.5,0
72.0,79.5,0
79.0,83.0,0
81.0,86.0,0
79.0,89.0,0
77.0,92.5,0
76.0,95.5,0
74.0,98.0,0
73.0,101.0,0
73.0,103.0,0
72.0,105.5,0
72.0,108.0,0
72.0,111.0,0
72.0,114.0,0
72.0,117.0,0
73.0,120.0,0
73.0,123.5,0
74.0,126.5,0
76.0,130.0,0
77.0,133.0,0
79.0,136.5,0
80.0,139.5,0
83.0,143.0,0
86.0,146.0,0
90.0,149.0,0
95.0,152.5,0
97.0,155.5,0
103.0,159.0,0
123.0,162.0,0
32.0,165.5,0
23.0,169.0,0
22.0,172.0,0
20.0,175.5,0
20.0,179.0,0
19.0,182.0,0
18.0,185.5,0
18.0,188.5,0
17.0,192.0,0
17.0,195.5,0
16.0,198.5,0
19.0,202.0,0
44.0,205.5,0
136.0,208.5,0
113.0,245.0,0
103.0,248.0,0
79.0,255.0,0
81.0,258.0,0
79.0,261.0,0
76.0,264.5,0
74.0,268.0,0
72.0,271.0,0
70.0,274.5,0
116.0,277.5,0
155.0,281.0,0
492.0,284.0,0
600.0,287.0,0
599.0,290.0,0
595.0,292.5,0
591.0,296.0,0
590.0,299.5,0
590.0,302.5,0
593.0,306.0,0
596.0,309.0,0
563.0,312.5,0
557.0,316.0,0
566.0,319.0,0
580.0,322.5,0
639.0,326.0,0
380.0,329.0,0
86.0,332.5,0
66.0,335.5,0
60.0,339.0,0
56.0,342.5,0
53.0,345.5,0
50.0,349.0,0
48.0,352.5,0
46.0,355.5,0
44.0,359.0,0
40.0,0.5,2
39.0,4.0,2
38.0,7.5,2
37.0,10.5,2
37.0,14.0,2
37.0,17.5,2
37.0,20.5,2
37.0,24.0,2
38.0,27.0,2
39.0,30.5,2
40.0,34.0,2
41.0,37.0,2
42.0,40.5,2
43.0,44.0,2
44.0,47.0,2
45.0,50.5,2
47.0,53.5,2
49.0,57.0,2
52.0,60.5,2
55.0,63.5,2
59.0,67.0,2
63.0,70.5,2
70.0,73.5,2
77.0,77.0,2
82.0,80.0,2
79.0,83.5,2
77.0,86.5,2
76.0,90.0,2
74.0,93.5,2
73.0,96.5,2
73.0,100.0,2
72.0,103.0,2
72.0,106.5,2
72.0,110.0,2
68.0,113.0,2
69.0,116.5,2
70.0,120.0,2
71.0,123.0,2
73.0,126.5,2
75.0,130.0,2
77.0,133.0,2
79.0,136.5,2
82.0,139.5,2
85.0,143.0,2
90.0,146.0,2
95.0,149.5,2
100.0,153.0,2
107.0,156.0,2
96.0,159.0,2
23.0,162.5,2
22.0,165.5,2
22.0,168.5,2
20.0,172.0,2
21.0,175.0,2
19.0,178.5,2
19.0,181.5,2
18.0,185.0,2
18.0,188.0,2
17.0,191.5,2
17.0,194.5,2
19.0,197.5,2
65.0,201.0,2
149.0,204.0,2
422.0,223.5,2
91.0,239.5,2
91.0,243.0,2
90.0,246.0,2
87.0,249.5,2
82.0,252.5,2
79.0,256.0,2
76.0,259.0,2
73.0,262.5,2
73.0,265.5,2
75.0,269.0,2
95.0,272.0,2
168.0,275.5,2
414.0,278.5,2
607.0,281.5,2
601.0,285.0,2
596.0,288.0,2
593.0,291.5,2
591.0,294.5,2
592.0,298.0,2
594.0,301.0,2
596.0,304.5,2
567.0,307.5,2
554.0,310.5,2
564.0,313.5,2
575.0,316.5,2
607.0,319.5,2
604.0,323.0,2
74.0,326.0,2
67.0,329.5,2
61.0,333.0,2
57.0,336.0,2
54.0,339.5,2
51.0,343.0,2
48.0,346.0,2
46.0,349.5,2
45.0,352.5,2
43.0,356.0,2
43.0,359.0,2
43.0,359.5,2
43.0,360.0,2
42.5,0.0,4
43.0,0.5,4
42.7,1.0,4
42.0,4.0,4
41.0,7.5,4
40.0,11.0,4
39.0,14.0,4
39.0,17.5,4
38.0,21.0,4
38.0,24.0,4
38.0,27.5,4
38.0,30.5,4
38.0,34.0,4
39.0,37.5,4
40.0,40.5,4
41.0,44.0,4
42.0,47.0,4
43.0,50.5,4
44.0,54.0,4
46.0,57.0,4
47.0,60.5,4
50.0,64.0,4
53.0,67.0,4
57.0,70.5,4
61.0,74.0,4
66.0,77.0,4
73.0,80.5,4
80.0,84.0,4
80.0,87.0,4
78.0,90.5,4
77.0,93.5,4
75.0,97.0,4
74.0,100.0,4
73.0,103.5,4
72.0,106.5,4
72.0,109.5,4
72.0,113.0,4
72.0,116.0,4
72.0,119.5,4
73.0,122.5,4
74.0,125.5,4
75.0,129.0,4
76.0,132.0,4
78.0,135.5,4
80.0,138.5,4
82.0,142.0,4
86.0,145.0,4
88.0,148.0,4
93.0,151.5,4
96.0,154.5,4
100.0,158.0,4
109.0,161.0,4
93.0,164.5,4
28.0,167.5,4
22.0,171.0,4
21.0,174.0,4
