Phase_deg,Time_s,Placeholder
0.0,1755597347.84,0
3.185525027592299,1755597348.02,0
19.420515873743472,1755597349.47,0
19.27695772213601,1755597349.63,0
32.26099778102838,1755597349.96,0
47.68231480705728,1755597352.57,0
54.29090140815611,1755597352.77,0
59.34939306452797,1755597353.21,0
60.595248403397086,1755597353.42,0
62.28558600926333,1755597353.42,0
63.842954873449195,1755597353.42,0
65.14780073418851,1755597353.42,0
66.14795593706602,1755597353.42,0
66.81514184823489,1755597353.42,0
67.15767831171424,1755597353.42,0
67.21182799851053,1755597353.42,0
67.0154459023315,1755597353.42,0
66.63151510481595,1755597353.42,0
66.08355465247865,1755597353.42,0
65.42485067632163,1755597353.42,0
64.70158998897702,1755597353.42,0
63.952945085950084,1755597353.42,0
63.21758870509951,1755597353.42,0
62.52473165551359,1755597353.42,0
61.900613922129374,1755597353.42,0
61.24861794823436,1755597353.82,0
61.05450450704097,1755597353.82,0
60.877331595395866,1755597353.82,0
