Phase_deg,Time_s,Placeholder
-4.006808980638849e-16,1755690902.74,0
-9.61441728340401,1755690903.54,0
-19.749407641326474,1755690904.0,0
-29.349761368848903,1755690904.74,0
-39.28890254590421,1755690905.17,0
-49.30995073045631,1755690905.95,0
-59.19590857736501,1755690906.34,0
-62.91339987410944,1755690906.7,0
-66.39487445417902,1755690906.82,0
-71.40462744914358,1755690906.99,0
-74.91398072296376,1755690907.19,0
-76.71071830562207,1755690907.47,0
-77.23402375356326,1755690907.57,0
-78.20022620530537,1755690907.63,0
-79.21666513595467,1755690907.69,0
-81.89039460756243,1755690907.79,0
-86.276178995219,1755690907.87,0
-88.74056648671841,1755690908.04,0
-88.16991563971877,1755690908.1,0
-91.35011928737585,1755690908.2,0
-95.92811389440048,1755690908.32,0
-99.32589906483942,1755690908.51,0
-103.50352338439984,1755690908.7,0
-106.27800943983452,1755690908.93,0
-110.22855815892174,1755690909.08,0
-111.4239460503879,1755690909.25,0
-111.15430241686165,1755690909.35,0
-115.05703138918736,1755690909.45,0
-118.84650966187536,1755690909.57,0
-121.74771456020433,1755690909.75,0
-121.42752556472291,1755690909.84,0
-123.98264657988047,1755690909.94,0
-128.757100510217,1755690910.02,0
-132.34147037499153,1755690910.09,0
-133.68091632394996,1755690910.2,0
-134.0428558976807,1755690910.31,0
-133.4354536902403,1755690910.37,0
-136.96182838690882,1755690910.48,0
-137.7962807425474,1755690910.7,0
-140.9025284081851,1755690910.89,0
-145.3594556928019,1755690911.05,0
-146.23779626344677,1755690911.18,0
-148.77870065788224,1755690911.37,0
-151.72235772316816,1755690911.57,0
-155.64811772390436,1755690911.72,0
-158.58771696692813,1755690911.96,0
-163.88619885331687,1755690912.11,0
-163.99818007537712,1755690912.32,0
-167.67333446543728,1755690912.42,0
-169.8893116633301,1755690912.42,0
-171.00818482613317,1755690912.42,0
-171.3569082516021,1755690912.42,0
-171.20866949212368,1755690912.42,0
-170.77707729762463,1755690912.42,0
-170.21863226156316,1755690912.42,0
-169.63992002417032,1755690912.42,0
-169.10691868971804,1755690912.42,0
-168.65464403047525,1755690912.42,0
-169.01657500045079,1755690912.59,0
