Phase_deg,Time_s,Placeholder
-2.6371520618609094e-15,1755690339.54,0
-9.972240167156057,1755690345.57,0
-19.831929802781428,1755690345.99,0
-29.788352394859608,1755690346.4,0
-39.462209246465555,1755690346.63,0
-49.297865453609326,1755690347.28,0
-59.75168679697339,1755690348.7,0
-52.661500120519065,1755690349.03,0
-46.04871902198187,1755690350.43,0
-38.12096001403373,1755690351.24,0
-31.407277188874467,1755690351.46,0
-24.868965882276157,1755690351.97,0
-17.65491717724511,1755690352.34,0
-9.925176075956559,1755690352.47,0
-3.02458903093445,1755690352.78,0
3.987931459145656,1755690353.1,0
-0.03666052209850543,1755690353.57,0
-0.4139538933005574,1755690354.1,0
-0.7780461590056715,1755690354.1,0
