Phase_deg,Time_s,Placeholder
2.0359314431279935e-16,1755602150.97,0
-3.3254391059081474,1755602151.19,0
-19.948934000572997,1755602152.18,0
-23.38488967741333,1755602152.39,0
-39.637778229134994,1755602152.96,0
-39.65439575863626,1755602153.53,0
-59.26384810068428,1755602153.7,0
-66.95761249790365,1755602154.74,0
-70.4149702347274,1755602155.15,0
-72.97111174514059,1755602155.33,0
-77.63958236681282,1755602155.63,0
-79.11612273236157,1755602155.86,0
-83.78743318236138,1755602155.95,0
-85.88238748078952,1755602156.04,0
-89.08974940768607,1755602156.31,0
-92.73769117386793,1755602156.51,0
-93.96436856052169,1755602156.73,0
-96.36501113367316,1755602156.79,0
-98.67191189598087,1755602156.84,0
-99.69743470802874,1755602156.96,0
-101.5843009179766,1755602157.04,0
-103.53734473868222,1755602157.1,0
-104.30540272451951,1755602157.23,0
-106.13098549405247,1755602157.36,0
-106.87036380776385,1755602157.48,0
-108.88851437438464,1755602157.64,0
-108.52791533157287,1755602157.72,0
-110.32381651536389,1755602157.8,0
-111.48265610782131,1755602157.86,0
-111.587029315643,1755602157.93,0
-114.0489933096765,1755602158.0,0
-116.70055269814337,1755602158.06,0
-118.57129876644521,1755602158.12,0
-119.85557985477458,1755602158.17,0
-120.79311965515552,1755602158.24,0
-123.35185259108782,1755602158.33,0
-124.89495620330999,1755602158.54,0
-128.32036084372447,1755602158.74,0
-128.9006716791472,1755602158.88,0
-130.622200054881,1755602158.94,0
-131.42786438240267,1755602159.04,0
-133.3869969600312,1755602159.18,0
-135.45568544136606,1755602159.25,0
-136.5950194236707,1755602159.43,0
-139.64941702088845,1755602159.5,0
-141.72957065961964,1755602159.56,0
-143.0742324119489,1755602159.63,0
-145.38031235580385,1755602159.7,0
-147.66022852743419,1755602159.76,0
-148.60430811547363,1755602160.05,0
-150.89378285158665,1755602160.16,0
-152.86393463667028,1755602160.26,0
-154.85120675225355,1755602160.34,0
-156.88660208746825,1755602160.44,0
-159.15619462011313,1755602160.51,0
-161.096703464675,1755602160.58,0
-162.18408507154493,1755602160.66,0
-163.04200631965534,1755602160.71,0
-163.7712528170185,1755602160.81,0
-168.06969786689643,1755602160.97,0
-170.47380996696552,1755602161.03,0
-171.81055739902393,1755602161.09,0
-174.3245116083161,1755602161.22,0
-178.26531792325304,1755602161.38,0
-181.05909248879533,1755602161.46,0
-183.03463024577508,1755602161.61,0
-182.85721161858163,1755602161.67,0
-183.8232381883422,1755602161.74,0
-186.64762674572893,1755602161.81,0
-188.86352169157968,1755602161.96,0
-192.14184378721436,1755602162.1,0
-194.63713269069657,1755602162.18,0
-196.48174652745487,1755602162.24,0
-197.6602846466413,1755602162.32,0
-200.6570410799394,1755602162.44,0
-203.23986287263924,1755602162.5,0
-205.34339707747924,1755602162.55,0
-206.80263149831922,1755602162.62,0
-207.91216916938663,1755602162.67,0
-208.72244511152923,1755602162.73,0
-210.4250949290977,1755602162.83,0
-211.78153636262095,1755602162.83,0
-212.79318901723187,1755602162.83,0
